Site_ID,adipose tissue,adrenal gland,blood,bone,bone marrow,brain,breast,cartilage,colon,esophagus,fallopian tube,kidney,liver,lung,muscle,nasopharynx,nose,pancreas,placenta,prostate,skin,spleen,stomach,testis,thyroid gland,tongue,urinary bladder
255,0.63,0.54,0.45,0.63,0.44,0.37,0.71,0.87,0.57,0.51,0.61,0.5,0.48,0.63,0.77,0.5,0.45,0.59,0.72,0.49,0.67,0.55,0.51,0.58,0.47,0.62,0.5
256,0,0.01,0.01,0.03,0.01,0.02,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0.02,0.01,0.01,0.01,0,0.01,0.01,0
257,0.51,0.36,0.38,0.68,0.39,0.28,0.74,0.21,0.53,0.67,0.57,0.68,0.55,0.55,0.54,0.49,0.38,0.45,0.78,0.82,0.69,0.43,0.71,0.55,0.74,0.48,0.54
258,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.04,0.03,0.02,0.03,0.03,0.03,0.03,0.03
259,0.03,0.02,0.03,0.05,0.02,0.05,0.02,0.02,0.03,0.02,0.03,0.03,0.02,0.03,0.03,0.02,0.02,0.03,0.02,0.04,0.04,0.03,0.03,0.03,0.02,0.02,0.02
261,0.17,0.15,0.12,0.14,0.12,0.03,0.19,0.07,0.21,0.12,0.11,0.1,0.2,0.15,0.11,0.16,0.09,0.14,0.09,0.14,0.18,0.23,0.2,0.12,0.11,0.2,0.13
262,0.12,0.07,0.06,0.12,0.07,0.06,0.27,0.06,0.08,0.32,0.38,0.08,0.06,0.08,0.08,0.23,0.34,0.09,0.46,0.34,0.27,0.18,0.09,0.14,0.06,0.26,0.19
263,0.92,0.94,0.83,0.9,0.81,0.91,0.95,0.89,0.54,0.75,0.96,0.7,0.48,0.9,0.77,0.77,0.72,0.57,0.66,0.83,0.93,0.92,0.56,0.88,0.92,0.91,0.8
264,0.02,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.01,0.02,0.01,0.02
265,0.04,0.04,0.03,0.02,0.02,0.04,0.04,0.03,0.03,0.03,0.03,0.04,0.03,0.04,0.03,0.02,0.02,0.04,0.03,0.04,0.03,0.03,0.03,0.03,0.03,0.04,0.04
266,0.03,0.04,0.05,0.07,0.05,0.03,0.04,0.03,0.12,0.07,0.04,0.03,0.06,0.08,0.03,0.13,0.05,0.05,0.02,0.04,0.04,0.11,0.16,0.04,0.04,0.04,0.05
267,0.81,0.84,0.85,0.77,0.87,0.82,0.81,0.84,0.83,0.82,0.76,0.8,0.82,0.82,0.79,0.87,0.87,0.81,0.82,0.81,0.84,0.76,0.83,0.76,0.84,0.82,0.82
268,0.96,0.97,0.97,0.98,0.97,0.96,0.85,0.96,0.97,0.96,0.97,0.96,0.98,0.98,0.97,0.98,0.98,0.93,0.97,0.96,0.97,0.98,0.98,0.89,0.97,0.96,0.97
269,0.98,0.99,0.98,0.99,0.98,0.99,0.99,0.98,0.99,0.98,0.98,0.96,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.98,0.99,0.98,0.99,0.81,0.98,0.97,0.99
270,0.23,0.25,0.1,0.2,0.1,0.07,0.29,0.23,0.33,0.14,0.21,0.17,0.12,0.16,0.22,0.18,0.43,0.15,0.46,0.46,0.43,0.14,0.24,0.12,0.24,0.28,0.25
271,0.6,0.68,0.66,0.57,0.67,0.65,0.62,0.55,0.67,0.62,0.63,0.65,0.6,0.54,0.49,0.54,0.68,0.62,0.53,0.64,0.67,0.52,0.53,0.6,0.62,0.63,0.57
272,0.96,0.96,0.96,0.96,0.96,0.65,0.95,0.95,0.97,0.95,0.94,0.95,0.96,0.96,0.95,0.97,0.95,0.95,0.95,0.96,0.96,0.96,0.97,0.92,0.95,0.96,0.96
273,0.06,0.07,0.06,0.06,0.04,0.06,0.06,0.06,0.05,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.05,0.07,0.06,0.07,0.05,0.07,0.06,0.05,0.06,0.06,0.06
274,0.88,0.97,0.96,0.96,0.95,0.93,0.95,0.94,0.96,0.94,0.97,0.94,0.5,0.92,0.86,0.98,0.98,0.92,0.84,0.95,0.87,0.96,0.97,0.91,0.97,0.95,0.95
275,0.48,0.39,0.97,0.93,0.96,0.19,0.48,0.6,0.7,0.4,0.22,0.36,0.46,0.5,0.31,0.66,0.43,0.37,0.11,0.32,0.28,0.69,0.64,0.51,0.3,0.54,0.46
276,0.92,0.94,0.94,0.86,0.91,0.91,0.92,0.92,0.9,0.91,0.84,0.93,0.93,0.92,0.86,0.93,0.89,0.93,0.79,0.89,0.92,0.87,0.91,0.83,0.93,0.93,0.93
277,0.04,0.03,0.01,0.03,0.02,0.09,0.06,0.01,0.21,0.07,0.24,0.02,0.03,0.03,0.03,0.05,0.01,0.06,0.17,0.04,0.02,0.02,0.09,0.06,0.03,0.1,0.05
278,0.96,0.97,0.96,0.96,0.94,0.93,0.84,0.92,0.97,0.6,0.96,0.95,0.96,0.94,0.94,0.82,0.77,0.96,0.89,0.67,0.69,0.95,0.96,0.93,0.75,0.68,0.91
279,0.81,0,0.41,0,0,0,0.65,0,0.77,0.14,0,0.78,0.76,0.55,0.83,0,0,0.83,0.37,0.29,0.12,0,0,0,0.92,0.78,0
280,0.18,0.32,0.26,0.25,0.24,0.39,0.17,0.44,0.22,0.15,0.15,0.17,0.17,0.23,0.33,0.07,0.12,0.14,0.11,0.2,0.22,0.21,0.14,0.24,0.12,0.17,0.21
281,0.56,0.7,0.52,0.47,0.48,0.78,0.37,0.6,0.37,0.29,0.47,0.49,0.6,0.45,0.5,0.38,0.2,0.35,0.17,0.31,0.35,0.59,0.43,0.66,0.49,0.35,0.46
282,0.05,0.26,0.06,0.05,0.04,0.15,0.05,0.06,0.04,0.04,0.15,0.07,0.05,0.05,0.07,0.05,0.04,0.05,0.05,0.12,0.04,0.05,0.05,0.06,0.08,0.07,0.06
283,0.06,0.07,0.06,0.06,0.06,0.07,0.06,0.06,0.08,0.05,0.06,0.06,0.06,0.06,0.06,0.04,0.06,0.06,0.06,0.06,0.07,0.05,0.06,0.05,0.05,0.06,0.06
284,0.98,0.98,0.96,0,0.99,0.98,0.98,0.99,0.98,0.99,0,0.98,0.98,0.98,0.98,0,0.99,0.98,0.99,0.9,0.98,0,0,0,0.99,1,0.99
285,0.03,0.02,0.01,0.01,0.01,0.01,0.03,0.02,0.02,0.02,0.06,0.03,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.03,0.02,0.02
286,0.97,0.93,0.95,0,0.92,0.99,0.97,0.95,0.68,0.98,0,0.8,0.94,0.95,0.92,0,0.99,0.91,0.61,0.91,0.96,0,0,0.99,0.98,0.97,0.96
287,0.86,0.76,0.88,0.89,0.9,0.91,0.73,0.87,0.88,0.45,0.73,0.7,0.84,0.67,0.84,0.61,0.48,0.65,0.88,0.53,0.63,0.77,0.55,0.79,0.83,0.6,0.73
288,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
289,0.01,0.02,0.01,0.02,0.03,0.01,0.01,0.02,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.01
290,0.21,0,0.36,0,0,0.33,0.11,0.1,0.08,0.14,0.09,0.19,0.26,0.31,0.36,0,0.12,0,0.36,0.22,0.1,0,0,0.12,0,0.15,0
291,0.79,0.86,0.8,0.83,0.81,0.87,0.72,0.75,0.84,0.81,0.84,0.83,0.81,0.86,0.77,0.83,0.78,0.8,0.82,0.78,0.75,0.73,0.79,0.76,0.87,0.78,0.79
292,0.94,0.95,0.93,0.95,0.94,0.92,0.93,0.93,0.93,0.9,0.91,0.9,0.84,0.95,0.93,0.94,0.89,0.95,0.92,0.91,0.94,0.95,0.93,0.84,0.93,0.93,0.93
293,0.3,0.4,0.74,0.51,0.74,0.36,0.27,0.16,0.41,0.25,0.13,0.21,0.31,0.37,0.2,0.51,0.46,0.28,0.12,0.25,0.3,0.54,0.35,0.39,0.19,0.3,0.34
294,0.03,0.02,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.05,0.02,0.02,0.02,0.01,0.03,0.03,0.02
296,0.04,0.04,0.04,0.07,0.04,0.03,0.04,0.04,0.05,0.05,0.04,0.05,0.04,0.08,0.03,0.09,0.05,0.04,0.03,0.05,0.06,0.08,0.07,0.06,0.04,0.07,0.05
297,0.07,0.06,0.07,0.04,0.05,0.05,0.06,0.06,0.13,0.06,0.06,0.07,0.08,0.06,0.06,0.06,0.06,0.07,0.11,0.08,0.05,0.05,0.08,0.04,0.06,0.09,0.07
298,0.04,0.07,0.08,0.19,0.06,0.04,0.07,0.04,0.19,0.1,0.04,0.07,0.09,0.14,0.03,0.31,0.05,0.08,0.4,0.08,0.05,0.18,0.23,0.05,0.07,0.11,0.11
299,0.95,0.96,0.96,0.89,0.92,0.81,0.86,0.96,0.96,0.91,0.96,0.93,0.94,0.95,0.94,0.96,0.95,0.92,0.46,0.92,0.67,0.9,0.97,0.83,0.97,0.87,0.91
300,0.78,0.84,0.76,0.72,0.73,0.91,0.75,0.92,0.53,0.58,0.9,0.81,0.82,0.72,0.84,0.47,0.7,0.67,0.23,0.85,0.8,0.61,0.52,0.78,0.73,0.61,0.7
301,0.58,0.62,0.58,0.43,0.49,0.8,0.54,0.4,0.45,0.48,0.82,0.71,0.42,0.58,0.32,0.48,0.65,0.61,0.42,0.72,0.61,0.48,0.46,0.58,0.55,0.46,0.59
302,0.32,0.32,0.1,0.31,0.1,0.24,0.51,0.39,0.39,0.44,0.74,0.5,0.45,0.31,0.24,0.37,0.45,0.41,0.21,0.63,0.36,0.14,0.4,0.34,0.6,0.32,0.28
303,0.8,0.87,0.97,0.83,0.95,0.83,0.66,0.48,0.84,0.47,0.92,0.69,0.95,0.7,0.74,0.71,0.54,0.81,0.15,0.34,0.56,0.94,0.68,0.69,0.77,0.6,0.56
304,0.04,0.04,0.06,0.07,0.08,0.03,0.04,0.04,0.05,0.04,0.05,0.05,0.04,0.05,0.04,0.05,0.04,0.04,0.06,0.05,0.04,0.05,0.05,0.05,0.04,0.05,0.04
305,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.06,0.04,0.03,0.04,0.02,0.03,0.03,0.03,0.03,0.03,0.06,0.05,0.04,0.03,0.04,0.03,0.02,0.03,0.03
306,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.05,0.03,0.05,0.03,0.04,0.04,0.05,0.04
307,0.98,0.97,0.98,0.98,0.96,0.95,0.98,0.95,0.98,0.88,0.98,0.97,0.98,0.98,0.97,0.98,0.96,0.97,0.94,0.97,0.93,0.95,0.98,0.84,0.98,0.93,0.97
308,0.98,0.98,0.99,0.99,0.99,0.87,0.98,0.96,0.99,0.96,0.98,0.98,0.99,0.99,0.98,0.99,0.98,0.98,0.94,0.98,0.98,0.98,0.99,0.95,0.99,0.94,0.97
309,0.02,0.02,0.03,0.04,0.03,0.02,0.02,0.02,0.03,0.02,0.04,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.04,0.02,0.03,0.04,0.03,0.02,0.02,0.02
310,0.97,0.97,0.96,0.97,0.94,0.97,0.95,0.96,0.97,0.95,0.98,0.96,0.96,0.97,0.97,0.97,0.97,0.97,0.88,0.96,0.97,0.98,0.97,0.94,0.96,0.94,0.96
311,0.89,0.94,0.94,0.93,0.92,0.93,0.72,0.9,0.8,0.64,0.66,0.74,0.93,0.92,0.65,0.8,0.79,0.79,0.57,0.73,0.71,0.92,0.86,0.78,0.9,0.65,0.89
312,0.98,0.99,0.98,0.99,0.98,0.98,0.99,0.98,0.99,0.98,0.99,0.98,0.96,0.99,0.99,0.99,0.99,0.98,0.99,0.98,0.99,0.98,0.99,0.84,0.99,0.97,0.98
313,0.96,0.94,0.94,0.92,0.93,0.96,0.94,0.94,0.93,0.92,0.98,0.93,0.95,0.96,0.92,0.91,0.97,0.95,0.88,0.96,0.96,0.93,0.94,0.93,0.97,0.9,0.94
314,0.96,0.94,0.94,0.97,0.95,0.99,0.97,0.94,0.93,0.89,0,0.97,0.91,0.95,0.95,0,0.98,0.95,0.41,0.97,0.96,0,0,0.97,0.97,0.94,0.95
315,0.96,0.97,0.94,0.94,0.92,0.97,0.96,0.96,0.94,0.94,0.98,0.96,0.95,0.94,0.96,0.91,0.97,0.96,0.95,0.97,0.97,0.93,0.94,0.93,0.93,0.94,0.96
316,0.92,0.95,0.96,0.97,0.96,0.96,0.78,0.94,0.96,0.64,0.89,0.93,0.96,0.88,0.91,0.93,0.85,0.96,0.95,0.79,0.83,0.82,0.95,0.9,0.95,0.75,0.9
317,0.04,0.05,0.04,0.03,0.04,0.01,0.04,0.04,0.03,0.09,0.05,0.06,0.06,0.06,0.04,0.05,0.04,0.04,0.05,0.07,0.04,0.04,0.08,0.03,0.04,0.06,0.05
318,0.03,0.02,0.03,0.05,0.04,0.02,0.02,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.03,0.04,0.03,0.03,0.03,0.02,0.02,0.02
319,0.16,0.17,0.17,0.17,0.13,0.18,0.18,0.17,0.2,0.17,0.23,0.17,0.16,0.16,0.18,0.2,0.21,0.19,0.3,0.2,0.17,0.17,0.25,0.15,0.21,0.16,0.17
320,0.11,0.29,0.21,0.15,0.19,0.1,0.12,0.05,0.33,0.07,0.06,0.11,0.15,0.1,0.11,0.16,0.1,0.17,0.19,0.14,0.11,0.18,0.13,0.17,0.04,0.11,0.1
321,0.03,0.04,0.04,0.06,0.04,0.04,0.04,0.03,0.06,0.04,0.03,0.04,0.04,0.04,0.02,0.11,0.05,0.04,0.03,0.05,0.05,0.07,0.1,0.04,0.03,0.04,0.03
322,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
323,0.6,0.63,0.63,0.66,0.66,0.63,0.6,0.62,0.57,0.58,0.6,0.62,0.62,0.64,0.59,0.56,0.57,0.59,0.52,0.61,0.61,0.55,0.58,0.56,0.61,0.6,0.61
324,0.96,0.97,0.97,0.97,0.97,0.93,0.96,0.97,0.97,0.97,0.96,0.97,0.97,0.97,0.93,0.97,0.97,0.97,0.94,0.97,0.97,0.96,0.98,0.93,0.97,0.97,0.97
325,0.96,0.96,0.95,0.9,0.94,0.95,0.94,0.9,0.92,0.86,0.95,0.95,0.95,0.94,0.95,0.86,0.94,0.94,0.84,0.96,0.93,0.86,0.87,0.88,0.95,0.87,0.93
326,0.09,0.07,0.09,0.1,0.07,0.16,0.28,0.06,0.06,0.06,0.17,0.38,0.2,0.13,0.07,0.07,0.04,0.28,0.04,0.15,0.19,0.08,0.07,0.39,0.22,0.13,0.1
327,0.72,0.78,0.9,0.78,0.89,0.81,0.58,0.79,0.76,0.59,0.82,0.7,0.68,0.75,0.62,0.8,0.81,0.8,0.4,0.79,0.67,0.77,0.64,0.79,0.76,0.61,0.76
328,0.98,0.97,0.97,0.99,0.98,0.96,0.98,0.97,0.98,0.96,0.98,0.92,0.98,0.99,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.95,0.99,0.95,0.98,0.97,0.97
329,0.87,0.91,0.96,0.74,0.95,0.94,0.93,0.78,0.93,0.49,0.96,0.91,0.96,0.94,0.9,0.7,0.5,0.93,0.95,0.9,0.65,0.94,0.9,0.89,0.94,0.58,0.85
330,0.98,0.97,0.97,0.97,0.96,0.98,0.97,0.97,0.98,0.97,0.97,0.98,0.94,0.98,0.97,0.99,0.98,0.98,0.89,0.98,0.98,0.97,0.98,0.95,0.98,0.96,0.97
331,0.84,0.97,0.92,0.83,0.95,0.94,0.78,0.35,0.98,0.57,0.96,0.96,0.99,0.94,0.97,0.83,0.46,0.97,0.47,0.82,0.77,0.97,0.97,0.9,0.99,0.72,0.89
332,0.98,0.99,0.98,0.97,0.97,0.99,0.98,0.98,0.99,0.98,0.98,0.99,0.99,0.99,0.98,0.99,0.99,0.98,0.98,0.96,0.98,0.98,0.99,0.91,0.99,0.99,0.99
333,0.02,0.06,0.02,0.01,0.02,0.11,0.01,0.02,0.01,0.02,0.02,0.03,0.02,0.01,0.03,0.01,0.01,0.03,0.02,0.02,0.01,0.01,0.01,0.02,0.04,0.03,0.02
334,0.62,0.81,0.84,0.7,0.86,0.5,0.46,0.36,0.5,0.54,0.87,0.49,0.76,0.66,0.59,0.76,0.63,0.46,0.69,0.45,0.45,0.75,0.48,0.63,0.7,0.59,0.55
335,0.06,0.05,0.04,0.04,0.03,0.07,0.05,0.03,0.17,0.07,0.06,0.12,0.06,0.1,0.06,0.03,0.03,0.07,0.21,0.1,0.06,0.03,0.06,0.04,0.09,0.2,0.14
336,0.43,0.58,0.55,0.49,0.55,0.44,0.52,0.26,0.6,0.54,0.44,0.48,0.58,0.46,0.29,0.56,0.44,0.48,0.59,0.47,0.53,0.54,0.52,0.42,0.42,0.52,0.46
338,0.66,0.69,0.72,0.78,0.78,0.62,0.6,0.79,0.69,0.71,0.68,0.63,0.51,0.75,0.6,0.66,0.66,0.74,0.61,0.68,0.69,0.71,0.69,0.72,0.69,0.74,0.69
339,0.33,0.46,0.4,0.28,0.35,0.45,0.26,0.34,0.29,0.29,0.37,0.4,0.37,0.37,0.36,0.36,0.36,0.34,0.21,0.4,0.35,0.34,0.37,0.36,0.36,0.34,0.39
340,0.81,0.95,0.92,0.96,0,0.87,0.91,0,0.94,0.93,0.94,0.85,0.9,0.87,0.84,0,0.97,0.92,0.88,0.88,0,0.81,0.96,0.79,0.9,0,0.88
341,0.72,0.78,0.81,0.78,0.81,0.85,0.71,0.73,0.71,0.74,0.85,0.8,0.67,0.75,0.67,0.66,0.82,0.65,0.29,0.82,0.8,0.69,0.69,0.79,0.74,0.72,0.71
342,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
343,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.03,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.02,0.02
344,0.12,0.15,0.13,0.15,0.11,0.15,0.13,0.12,0.16,0.14,0.16,0.16,0.13,0.24,0.12,0.13,0.1,0.14,0.15,0.13,0.14,0.13,0.15,0.15,0.18,0.18,0.13
345,0.97,0.98,0.97,0.96,0.96,0.95,0.97,0.97,0.97,0.97,0.96,0.96,0.97,0.98,0.97,0.98,0.97,0.98,0.96,0.94,0.97,0.99,0.98,0.92,0.97,0.97,0.97
346,0.74,0.82,0.75,0.77,0.73,0.47,0.66,0.82,0.64,0.47,0.92,0.83,0.69,0.66,0.78,0.58,0.74,0.66,0.62,0.73,0.81,0.65,0.51,0.79,0.79,0.66,0.71
347,0.83,0.87,0.53,0.62,0.57,0.87,0.83,0.9,0.83,0.82,0.91,0.88,0.83,0.8,0.88,0.71,0.69,0.82,0.87,0.86,0.91,0.62,0.81,0.78,0.88,0.81,0.77
348,0.97,0.97,0.96,0.89,0.95,0.96,0.97,0.97,0.96,0.91,0.97,0.96,0.97,0.95,0.98,0.84,0.95,0.96,0.95,0.94,0.86,0.95,0.94,0.93,0.96,0.86,0.96
349,0.87,0.9,0.96,0.88,0.95,0.78,0.85,0.84,0.67,0.92,0.94,0.68,0.91,0.92,0.63,0.97,0.94,0.87,0.5,0.44,0.94,0.94,0.94,0.89,0.94,0.91,0.64
350,0.69,0.76,0.56,0.35,0.57,0.67,0.62,0.47,0.63,0.58,0.51,0.38,0.76,0.59,0.72,0.44,0.35,0.63,0.73,0.48,0.62,0.49,0.69,0.46,0.33,0.66,0.63
351,0,0,0,0,0,0.34,0,0,0.46,0,0,0.72,0.88,0.25,0.28,0,0,0,0.04,0.02,0,0,0,0,0,0.22,0
352,0.97,0.98,0.98,0.98,0.98,0.96,0.97,0.96,0.98,0.97,0.96,0.97,0.98,0.98,0.97,0.98,0.98,0.98,0.97,0.95,0.97,0.98,0.98,0.94,0.97,0.97,0.98
353,0.89,0.92,0.87,0.9,0.85,0.89,0.9,0.91,0.9,0.88,0.9,0.88,0.88,0.91,0.89,0.9,0.91,0.89,0.74,0.89,0.91,0.8,0.91,0.83,0.9,0.87,0.89
354,0.95,0.97,0.97,0.97,0.97,0.94,0.95,0.79,0.96,0.96,0.96,0.96,0.97,0.97,0.87,0.97,0.96,0.96,0.97,0.95,0.96,0.96,0.97,0.89,0.97,0.95,0.95
355,0.72,0.72,0.69,0.58,0.65,0.7,0.67,0.68,0.7,0.67,0.7,0.73,0.68,0.72,0.71,0.68,0.63,0.69,0.58,0.71,0.72,0.72,0.65,0.55,0.68,0.73,0.74
356,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.05,0.03,0.03,0.03,0.03,0.03,0.03,0.03
357,0.64,0.67,0.78,0.63,0.77,0.62,0.58,0.6,0.51,0.38,0.58,0.51,0.56,0.56,0.6,0.54,0.46,0.48,0.31,0.4,0.53,0.65,0.46,0.58,0.5,0.47,0.51
358,0.84,0.9,0.98,0,0.99,0.97,0.86,0.93,0.92,0.94,0.97,0.83,0.97,0.93,0.63,0,0.92,0.89,0.86,0.87,0.88,0,0.94,0.89,0.98,0.96,0.92
359,0.04,0.06,0.04,0.02,0.03,0.1,0.04,0.04,0.05,0.04,0.03,0.04,0.03,0.03,0.05,0.03,0.04,0.04,0.04,0.06,0.04,0.03,0.04,0.03,0.06,0.04,0.04
360,0.21,0.27,0.29,0.31,0.31,0.4,0.22,0.27,0.26,0.17,0.38,0.29,0.33,0.32,0.24,0.21,0.17,0.54,0.63,0.35,0.2,0.26,0.27,0.35,0.23,0.19,0.25
361,0.96,0.94,0.96,0.96,0.94,0.97,0.96,0.96,0.95,0.93,0.98,0.97,0.97,0.97,0.96,0.98,0.97,0.94,0.89,0.97,0.96,0.96,0.95,0.86,0.97,0.95,0.97
362,0.88,0.92,0.96,0.94,0.94,0.93,0.84,0.81,0.94,0.7,0.91,0.9,0.93,0.94,0.54,0.88,0.9,0.91,0.95,0.86,0.85,0.93,0.93,0.87,0.94,0.76,0.89
363,0.02,0.02,0.01,0.02,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.04,0.02,0.01,0.02,0.01,0.01,0.02,0.02
364,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
365,0.69,0.86,0.3,0.66,0.28,0.14,0.88,0.87,0.91,0.64,0.87,0.56,0.27,0.39,0.85,0.44,0.27,0.38,0.56,0.83,0.8,0.51,0.45,0.62,0.33,0.52,0.66
366,0.06,0.05,0.05,0.03,0.04,0.03,0.05,0.07,0.05,0.05,0.08,0.07,0.13,0.07,0.04,0.06,0.04,0.05,0.04,0.06,0.04,0.06,0.05,0.04,0.09,0.07,0.07
367,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.1,0.03,0.01,0.03,0.06,0.03,0.02,0.05,0.01,0.02,0.01,0.01,0.01,0.03,0.05,0.01,0.04,0.04,0.02
368,0.68,0.56,0.8,0.65,0.75,0.41,0.67,0.34,0.71,0.57,0.68,0.55,0.72,0.67,0.62,0.57,0.56,0.72,0.7,0.61,0.67,0.68,0.68,0.54,0.58,0.6,0.61
369,0.62,0.6,0.64,0.61,0.64,0.58,0.61,0.62,0.73,0.71,0.61,0.63,0.59,0.64,0.6,0.73,0.65,0.59,0.32,0.63,0.66,0.63,0.7,0.55,0.61,0.69,0.66
370,0.81,0.82,0.83,0.88,0.84,0.82,0.82,0.79,0.83,0.77,0.84,0.81,0.84,0.84,0.81,0.83,0.8,0.83,0.72,0.78,0.8,0.81,0.83,0.65,0.76,0.75,0.81
371,0.36,0.35,0.34,0.41,0.33,0.22,0.39,0.26,0.63,0.51,0.44,0.39,0.33,0.4,0.37,0.42,0.33,0.35,0.31,0.36,0.39,0.41,0.61,0.31,0.27,0.4,0.32
372,0.9,0.84,0.88,0.92,0.88,0.97,0.88,0.93,0.89,0.91,0.97,0.9,0.76,0.91,0.9,0.85,0.94,0.88,0.4,0.93,0.94,0.9,0.91,0.83,0.9,0.85,0.91
373,0.91,0.91,0.89,0.93,0.85,0.96,0.92,0.92,0.92,0.89,0.96,0.9,0.89,0.82,0.93,0.83,0.92,0.93,0.38,0.92,0.94,0.9,0.92,0.91,0.92,0.86,0.88
374,0.98,0.98,0.98,0.96,0.98,0.97,0.98,0.98,0.98,0.96,0.98,0.98,0.98,0.98,0.97,0,0.97,0.98,0.97,0.97,0.97,0.99,0.99,0.95,0.98,0.97,0.98
375,0.76,0.81,0.11,0.54,0.1,0.8,0.77,0.82,0.76,0.82,0.94,0.85,0.77,0.69,0.85,0.44,0.58,0.81,0.88,0.87,0.82,0.55,0.79,0.7,0.87,0.64,0.73
376,0.96,0.95,0.96,0.89,0.94,0.96,0.95,0.96,0.95,0.94,0.94,0.97,0.96,0.96,0.95,0.96,0.95,0.95,0.85,0.96,0.95,0.92,0.96,0.79,0.96,0.95,0.97
377,0.9,0.94,0.94,0.94,0.95,0.94,0.9,0.87,0.94,0.93,0.94,0.92,0.94,0.94,0.91,0.95,0.95,0.93,0.93,0.92,0.94,0.91,0.95,0.88,0.94,0.92,0.92
378,0.69,0.92,0.93,0.84,0.9,0.85,0.79,0.88,0.95,0.9,0.95,0.88,0.95,0.94,0.56,0.91,0.91,0.9,0.88,0.92,0.86,0.91,0.93,0.83,0.92,0.84,0.92
379,0.88,0.92,0.92,0.85,0.93,0.9,0.9,0.93,0.91,0.91,0.82,0.94,0.92,0.93,0.9,0.91,0.83,0.92,0.89,0.87,0.9,0.93,0.9,0.75,0.93,0.95,0.84
380,0.08,0.1,0.12,0.11,0.12,0.06,0.1,0.06,0.31,0.15,0.11,0.1,0.11,0.18,0.06,0.21,0.09,0.11,0.07,0.12,0.08,0.19,0.23,0.08,0.14,0.22,0.13
381,0.95,0.97,0.98,0.97,0.96,0.79,0.98,0.97,0.97,0.97,0.96,0.97,0.98,0.97,0.97,0.98,0.98,0.96,0.9,0.95,0.97,0.95,0.97,0.88,0.98,0.96,0.96
382,0.01,0.01,0.01,0.02,0.03,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01
383,0.96,0.94,0.96,0.96,0.95,0.96,0.92,0.95,0.97,0.93,0.95,0.96,0.9,0.97,0.96,0.96,0.97,0.95,0.81,0.93,0.97,0.98,0.96,0.91,0.97,0.94,0.95
384,0.02,0.02,0.02,0.05,0.02,0.03,0.02,0.02,0.03,0.02,0.04,0.02,0.02,0.02,0.02,0.02,0.03,0.03,0.02,0.05,0.03,0.02,0.03,0.03,0.02,0.01,0.01
