Site_ID,adipose tissue,adrenal gland,arteries,breast,colon,esophagus,heart,liver,lung,muscle,ovary,pancreas,Peyer's patch,prostate,skin,spinal nerves,spleen,stomach,testis,thyroid gland,uterus,vagina
11345,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0,0.02,0.02,0,0.01,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01
11352,0.06,0.05,0.07,0.07,0.06,0.07,0.1,0.06,0.07,0.06,0.08,0.07,0.02,0.08,0.04,0.05,0.06,0.08,0.07,0.06,0.06,0.08
11358,0.99,0.99,0.99,0.98,0.99,0.99,0.99,1,0.99,0.99,0.99,1,0.98,0.98,0.98,0.99,0.99,0.98,0.98,0.99,0.99,0.99
11365,0.95,0.86,0.89,0.95,0.92,0.92,0.94,0.81,0.96,0.93,0.79,0.96,0.94,0.88,0.92,0.83,0.96,0.94,0.84,0.94,0.85,0.92
11371,0.98,0.96,0.99,0.99,0.98,0.98,0.98,0.96,0.99,0.98,0.98,0.96,0.99,0.99,0.98,0.98,0.98,0.98,0.97,0.98,0.99,0.98
11377,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.02,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0
11378,0.03,0.02,0.02,0.01,0.02,0.03,0.03,0,0.01,0.03,0.05,0.01,0.05,0.04,0.02,0.02,0.03,0.02,0.03,0.03,0.04,0.02
11386,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01
11414,0.04,0.05,0.05,0.05,0.04,0.05,0.05,0.06,0.05,0.06,0.07,0.06,0.03,0.04,0.04,0.05,0.04,0.05,0.05,0.06,0.08,0.05
11422,0.9,0.96,0.5,0.96,0.94,0.95,0.94,0.99,0.96,0.93,0.93,0.98,0.92,0.93,0.95,0.9,0.94,0.93,0.93,0.93,0.92,0.94
11424,0.03,0.03,0.03,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.03,0.05,0.03,0.04,0.05,0.04,0.02,0.04,0.04,0.03,0.04
11436,0.92,0.92,0.91,0.89,0.92,0.92,0.86,0.89,0.92,0.92,0.86,0.93,0.96,0.9,0.93,0.91,0.91,0.92,0.96,0.92,0.88,0.89
11448,0.71,0.75,0.76,0.7,0.74,0.76,0.75,0.72,0.8,0.72,0.71,0.72,0.74,0.74,0.75,0.75,0.76,0.74,0.65,0.77,0.74,0.7
11500,0.82,0.86,0.84,0.84,0.86,0.86,0.86,0.86,0.88,0.84,0.84,0.87,0.89,0.85,0.87,0.87,0.88,0.87,0.71,0.85,0.85,0.85
11562,0.82,0.85,0.82,0.84,0.82,0.9,0.74,0,0.93,0.86,0.8,0.87,0.79,0.83,0.94,0.84,0,0.79,0.27,0.9,0.74,0.83
11593,0.04,0.03,0.03,0.05,0.04,0.03,0.03,0.04,0.02,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.02,0.03,0.04,0.03,0.03
11689,0.95,0.92,0.93,0.88,0.94,0.94,0.96,0.94,0.95,0.94,0.85,0.92,0.94,0.95,0.94,0.83,0.94,0.95,0.87,0.94,0.9,0.97
11798,0.03,0.03,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.04,0.04,0.05,0.03,0.03,0.04
11819,0.8,0.86,0.85,0.86,0.77,0.82,0.85,0.85,0.66,0.84,0.79,0.86,0.79,0.84,0.82,0.85,0.8,0.57,0.82,0.8,0.87,0.81
11821,0.04,0.02,0.02,0.03,0.01,0.02,0.02,0.03,0.03,0.03,0.01,0.01,0.01,0.01,0.02,0.02,0.03,0.02,0.01,0.02,0.01,0.02
11825,0.16,0.13,0.1,0.13,0.38,0.23,0.1,0.23,0.24,0.17,0.04,0.13,0.39,0.09,0.26,0.13,0.32,0.23,0.17,0.13,0.19,0.27
11849,0.19,0.16,0.18,0.13,0.26,0.2,0.11,0.15,0.25,0.18,0.2,0.17,0.33,0.21,0.18,0.14,0.4,0.23,0.15,0.18,0.1,0.27
11851,0.04,0.02,0.04,0.03,0.01,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.05,0.02,0.02,0.02,0.02,0.03,0.02,0.03,0.01
11868,0.1,0.07,0.08,0.07,0.12,0.08,0.05,0.18,0.11,0.1,0.03,0.07,0.14,0.37,0.08,0.07,0.16,0.09,0.06,0.07,0.07,0.13
11872,0.86,0.86,0.89,0.87,0.84,0.84,0.85,0.82,0.83,0.76,0.87,0.7,0.88,0.77,0.89,0.87,0.89,0.88,0.9,0.91,0.88,0.76
11875,0.87,0.78,0.88,0.82,0.81,0.81,0.74,0.89,0.88,0.76,0.85,0.88,0.79,0.7,0.76,0.88,0.87,0.73,0.89,0.78,0.89,0.8
11879,0.85,0.85,0.82,0.78,0.78,0.81,0.78,0.84,0.84,0.84,0.83,0.43,0.73,0.84,0.81,0.86,0.87,0.47,0.59,0.85,0.83,0.86
11889,0.98,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.97,0.96,0.98,0.98,0.97,0.96,0.99,0.98,0.98,0.99
11898,0.16,0.07,0.34,0.11,0.17,0.14,0.28,0.06,0.12,0.21,0.09,0.07,0.08,0.05,0.11,0.14,0.08,0.12,0.11,0.1,0.17,0.12
11934,0.38,0.44,0.51,0.64,0.31,0.32,0.31,0.65,0.38,0.24,0.53,0.76,0.41,0.17,0.4,0.27,0.57,0.48,0.42,0.21,0.39,0.35
11938,0.52,0.8,0.84,0.85,0.79,0.82,0.72,0.78,0.66,0.79,0.93,0.89,0.7,0.85,0.81,0.76,0.37,0.78,0.61,0.8,0.93,0.83
11939,0.16,0.15,0.16,0.16,0.17,0.15,0.19,0.17,0.15,0.16,0.17,0.16,0.13,0.15,0.15,0.17,0.14,0.16,0.15,0.14,0.16,0.16
11973,0.1,0.09,0.09,0.1,0.08,0.08,0.08,0.09,0.08,0.08,0.11,0.09,0.08,0.08,0.08,0.09,0.08,0.09,0.09,0.09,0.08,0.08
11981,0.92,0.93,0.94,0.95,0.95,0.94,0.93,0.95,0.96,0.94,0.88,0.96,0.96,0.94,0.96,0.96,0.97,0.95,0.65,0.95,0.94,0.95
11993,0.79,0.9,0.64,0.87,0.71,0.88,0.86,0.51,0.84,0.83,0.93,0.89,0.68,0.86,0.75,0.87,0.87,0.85,0.96,0.87,0.81,0.81
12022,0.95,0.96,0.97,0.96,0.97,0.98,0.99,0.97,0.99,0.97,0.92,0.97,0.96,0.98,0.98,0.98,0.98,0.97,0.79,0.97,0.97,0.98
12026,0.92,0.93,0.94,0.95,0.94,0.9,0.88,0.84,0.93,0.92,0.93,0.91,0.94,0.92,0.94,0.82,0.94,0.9,0.88,0.92,0.88,0.94
12039,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.01,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02
12049,0.72,0.88,0.76,0.7,0.84,0.81,0.86,0.9,0.85,0.72,0.84,0.83,0.85,0.82,0.8,0.8,0.87,0.85,0.85,0.86,0.84,0.85
12091,0.05,0.03,0.05,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.04,0.03,0.05,0.03,0.04,0.04
12100,0.01,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0,0.01,0,0,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01
12111,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.04,0.04,0.02,0.06,0.03,0.04,0.03,0.04,0.04,0.03,0.03
12130,0.3,0.27,0.22,0.26,0.2,0.2,0.24,0.4,0.27,0.24,0.15,0.37,0.21,0.25,0.23,0.19,0.28,0.25,0.15,0.27,0.21,0.26
12131,0.04,0.04,0.04,0.03,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.04,0.02,0.02,0.03,0.04,0.03,0.02,0.03,0.04,0.03,0.04
12155,0.03,0.02,0.03,0.02,0.02,0.03,0.03,0.01,0.03,0.02,0.01,0.02,0,0.02,0.01,0.02,0.02,0.03,0.02,0.01,0.01,0.03
12158,0.98,0.98,0.99,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.99,0.99,0.99,0.99,0.99,0.98,0.77,0.98,0.98,0.98
12163,0.03,0.03,0.04,0.01,0.02,0.02,0.01,0.03,0.03,0.03,0.03,0.03,0.03,0,0.03,0.02,0.02,0.02,0.03,0.02,0.01,0.04
12183,0.03,0.01,0.02,0.02,0.01,0.01,0.03,0.04,0.03,0.03,0.02,0.04,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
12184,0.23,0.18,0.19,0.1,0.2,0.18,0.23,0.15,0.27,0.21,0.14,0.14,0.32,0.18,0.2,0.22,0.31,0.16,0.2,0.17,0.07,0.16
12224,0.77,0.88,0.73,0.93,0.74,0.88,0.89,0.79,0.9,0.81,0.82,0.65,0.71,0.84,0.8,0.74,0.82,0.9,0.94,0.92,0.88,0.76
12230,0.08,0.04,0.04,0.06,0.1,0.05,0.08,0.06,0.06,0.04,0.03,0.07,0.08,0.08,0.05,0.04,0.06,0.07,0.03,0.04,0.03,0.07
12241,0.08,0.07,0.05,0.06,0.06,0.07,0.06,0.03,0.04,0.07,0.12,0.09,0.05,0.05,0.06,0.07,0.05,0.08,0.04,0.06,0.06,0.08
12244,0.96,0.96,0.96,0.95,0.96,0.95,0.96,0.97,0.95,0.95,0.95,0.97,0.96,0.98,0.96,0.95,0.96,0.97,0.75,0.95,0.96,0.96
12278,0.04,0.03,0.05,0.05,0.04,0.04,0.04,0.03,0.03,0.04,0.05,0.03,0.04,0.05,0.04,0.05,0.04,0.04,0.04,0.04,0.04,0.05
12282,0.44,0.59,0.56,0.51,0.4,0.33,0.38,0.53,0.37,0.34,0.57,0.48,0.38,0.46,0.43,0.28,0.43,0.3,0.48,0.35,0.6,0.54
12291,0.46,0.49,0.4,0.24,0.42,0.39,0.4,0.48,0.6,0.31,0.31,0.41,0.46,0.31,0.29,0.3,0.75,0.5,0.32,0.53,0.29,0.37
12292,0.03,0.02,0.03,0.02,0.01,0.02,0,0.04,0.03,0.02,0.02,0.02,0.01,0.02,0.02,0.01,0.03,0.03,0.01,0.03,0.02,0.02
12300,0.03,0.03,0.02,0.03,0.02,0.01,0.03,0.01,0.02,0.02,0.02,0.03,0.02,0.01,0.01,0.03,0.02,0.03,0.01,0.01,0.02,0.01
12345,0.25,0.12,0.09,0.2,0.07,0.12,0.22,0.1,0.3,0.12,0.05,0.09,0.1,0.08,0.12,0.11,0.11,0.1,0.07,0.15,0.14,0.15
12607,0.98,0.99,0.99,0.99,0.99,0.98,1,0.99,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.99,0.98,0.98,0.74,0.99,0.98,0.99
12660,0.21,0.21,0.21,0.17,0.22,0.21,0.2,0.21,0.23,0.18,0.18,0.22,0.26,0.19,0.2,0.19,0.24,0.22,0.43,0.19,0.18,0.22
12663,0.9,0.77,0.93,0.87,0.9,0.86,0.86,0.9,0.85,0.81,0.78,0.69,0.95,0.96,0.9,0.85,0.92,0.9,0.88,0.88,0.84,0.92
13105,0.99,0.99,0.69,0.99,0.98,0.99,1,0.99,0.95,0.99,0.97,0.99,0.99,1,0.99,0.99,0.99,0.99,0.99,0.99,0.98,0.98
13217,0.04,0.12,0.03,0.09,0.04,0.03,0.06,0.63,0.05,0.03,0.02,0.34,0.05,0.04,0.06,0.04,0.05,0.02,0.08,0.22,0.04,0.04
13246,0.16,0.47,0.14,0.15,0.19,0.16,0.16,0.16,0.16,0.17,0.14,0.14,0.19,0.13,0.16,0.26,0.19,0.16,0.15,0.14,0.16,0.19
13288,0.04,0.03,0.04,0.05,0.03,0.04,0.04,0.04,0.03,0.04,0.03,0.06,0.04,0.06,0.04,0.03,0.05,0.02,0.03,0.04,0.04,0.04
13373,0.91,0.9,0.93,0.94,0.94,0.94,0.95,0.93,0.94,0.96,0.97,0.91,0.96,0.93,0.96,0.96,0.96,0.96,0.62,0.94,0.94,0.95
13506,0,0,0,0,0,0,0,0.01,0.01,0,0,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0,0.01
13513,0.38,0.41,0.43,0.32,0.45,0.45,0.39,0.34,0.46,0.41,0.34,0.46,0.53,0.39,0.44,0.39,0.49,0.44,0.36,0.42,0.42,0.4
13535,0.05,0.04,0.04,0.21,0.15,0.16,0.04,0.05,0.05,0.05,0.08,0.04,0.17,0.19,0.14,0.05,0.05,0.05,0.03,0.06,0.12,0.09
13559,0.64,0.7,0.65,0.71,0.66,0.66,0.64,0.67,0.59,0.66,0.7,0.69,0.63,0.7,0.64,0.56,0.64,0.65,0.71,0.66,0.69,0.68
13563,0.06,0.05,0.05,0.05,0.06,0.04,0.06,0.04,0.04,0.05,0.06,0.04,0.06,0.03,0.06,0.05,0.05,0.05,0.05,0.06,0.04,0.03
13587,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.03,0.02,0.03,0.02,0.02,0.02,0.04,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.02
13593,0.99,0.99,0.99,0.99,0.99,0.98,1,0.99,1,0.98,0.99,0.99,0.99,0.98,1,0.99,0.99,1,0.97,0.97,0.99,0.99
13604,0,0.01,0,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0,0.01
13653,0.84,0.88,0.89,0.86,0.88,0.88,0.89,0.88,0.91,0.81,0.89,0.9,0.89,0.88,0.88,0.87,0.9,0.9,0.94,0.9,0.89,0.91
13658,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01
13663,0.04,0.06,0.06,0.07,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.03,0.06,0.07,0.07,0.04,0.07,0.06,0.07,0.06
13675,0.06,0.05,0.05,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.05,0.06,0.05,0.06,0.06,0.06,0.06,0.06,0.06,0.08,0.06,0.06
13703,0.9,0.92,0.91,0.87,0.92,0.92,0.86,0.91,0.92,0.91,0.91,0.92,0.91,0.94,0.91,0.9,0.89,0.76,0.91,0.93,0.92,0.9
13720,0.69,0.86,0.67,0.66,0.69,0.76,0.81,0.92,0.87,0.69,0.68,0.79,0.79,0.88,0.66,0.76,0.89,0.73,0.86,0.82,0.82,0.74
13770,0.78,0.77,0.79,0.69,0.88,0.8,0.82,1,0.78,0.78,0.63,0.66,0.91,0.87,0.77,0.71,0.92,0.68,0.48,0.79,0.8,0.8
13780,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0.01,0.01,0.01,0.01,0
13784,0.06,0.07,0.08,0.08,0.06,0.07,0.07,0.06,0.07,0.07,0.09,0.06,0.07,0.06,0.08,0.07,0.05,0.06,0.06,0.06,0.07,0.07
13812,0.02,0.02,0.02,0.04,0.04,0.03,0.04,0.03,0.02,0.03,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.04,0.03,0.02
13814,0.98,0.96,0.98,0.98,0.98,0.97,0.96,0.94,0.97,0.98,0.98,0.91,0.96,0.98,0.98,0.98,0.97,0.97,0.72,0.98,0.97,0.98
13832,0.04,0.03,0.05,0.06,0.04,0.04,0.06,0.06,0.04,0.03,0.03,0.06,0.06,0.04,0.04,0.03,0.03,0.02,0.03,0.03,0.04,0.06
13833,0.04,0.04,0.03,0.03,0.05,0.04,0.03,0.04,0.04,0.03,0.04,0.02,0.06,0.04,0.04,0.03,0.04,0.05,0.03,0.03,0.03,0.06
13866,0.22,0.12,0.11,0.11,0.15,0.12,0.07,0.34,0.21,0.1,0.14,0.12,0.19,0.11,0.1,0.07,0.29,0.12,0.05,0.17,0.08,0.16
13894,0.98,0.96,0.99,0.98,0.98,0.98,0.98,0.99,0.98,0.98,0.98,0.99,0.98,0.99,0.98,0.98,0.98,0.99,0.79,0.98,0.98,0.97
13895,0.76,0.87,0.74,0.91,0.88,0.8,0.72,0.83,0.82,0.8,0.86,0.65,0.84,0.85,0.8,0.75,0.81,0.91,0.9,0.87,0.86,0.85
13925,0.02,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.03,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0,0.01,0.02,0.02
13927,0.02,0.02,0.02,0.03,0.01,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.01,0.03,0.01,0.02,0.03,0.01,0.02,0.02,0.03
13942,0.18,0.25,0.27,0.31,0.34,0.22,0.21,0.22,0.32,0.38,0.26,0.5,0.37,0.19,0.15,0.25,0.26,0.28,0.15,0.38,0.3,0.31
13958,0.02,0.02,0.02,0.03,0.03,0.02,0.03,0.04,0.02,0.03,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.02
13965,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.02,0.02,0.01,0.02,0.02,0.01,0.01
13976,0.96,0.98,0.97,0.95,0.98,0.97,0.98,0.99,0.97,0.98,0.96,0.98,0.97,0.98,0.98,0.97,0.96,0.98,0.68,0.97,0.98,0.98
14168,0.96,0.97,0.96,0.97,0.96,0.96,0.96,0.97,0.97,0.96,0.98,0.98,0.97,0.99,0.96,0.95,0.96,0.97,0.75,0.97,0.96,0.96
14219,0.04,0.02,0.02,0.03,0.03,0.03,0.04,0.04,0.04,0.04,0.02,0.02,0.02,0.06,0.03,0.02,0.02,0.04,0.02,0.03,0.02,0.02
14303,0.03,0.03,0.03,0.04,0.02,0.03,0.02,0.02,0.03,0.03,0.04,0.03,0.03,0.01,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.02
14373,0.07,0.07,0.06,0.06,0.06,0.06,0.07,0.06,0.05,0.05,0.05,0.06,0.05,0.03,0.06,0.06,0.05,0.05,0.06,0.05,0.05,0.06
14382,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.02,0.02,0.02,0.03,0.03,0.03,0.02
14384,0.03,0.03,0.03,0.03,0.04,0.05,0.01,0.08,0.05,0.02,0.02,0.03,0.08,0.03,0.02,0.02,0.08,0.05,0.01,0.03,0.02,0.04
14397,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.02,0.01,0.03,0.03,0.03,0.02,0.04,0.03,0.03,0.03
14401,0.14,0.1,0.13,0.08,0.09,0.16,0.23,0.16,0.17,0.16,0.1,0.07,0.13,0.12,0.22,0.2,0.15,0.11,0.08,0.17,0.21,0.16
14430,0.07,0.07,0.08,0.07,0.07,0.06,0.08,0.08,0.07,0.08,0.07,0.07,0.05,0.07,0.06,0.07,0.06,0.07,0.07,0.08,0.06,0.06
14491,0.03,0.02,0.04,0.04,0.04,0.03,0.03,0.05,0.03,0.03,0.04,0.03,0.05,0,0.03,0.03,0.03,0.03,0.05,0.02,0.04,0.03
14514,0.92,0.95,0.95,0.97,0.96,0.94,0.94,0.95,0.96,0.95,0.95,0.95,0.94,0.95,0.95,0.96,0.95,0.97,0.97,0.97,0.96,0.95
14522,0.04,0.05,0.04,0.05,0.05,0.04,0.04,0.05,0.05,0.04,0.06,0.05,0.04,0.03,0.04,0.05,0.03,0.03,0.05,0.04,0.05,0.04
14524,0.04,0.03,0.02,0.03,0.04,0.03,0.03,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.03,0.03,0.03,0.03
14572,0.2,0.25,0.15,0,0,0.29,0.24,0.2,0.46,0.18,0.3,0.11,0.2,0,0.29,0.24,0.21,0.35,0.27,0.28,0.3,0
14603,0.68,0.61,0.67,0.62,0.66,0.66,0.66,0.63,0.67,0.69,0.65,0.58,0.64,0.69,0.66,0.66,0.64,0.64,0.54,0.67,0.71,0.69
14607,0.09,0.56,0.06,0.07,0.11,0.12,0.13,0.05,0.09,0.16,0.09,0.04,0.13,0.09,0.1,0.08,0.1,0.1,0.42,0.07,0.09,0.08
14625,0.88,0.92,0.9,0.84,0.94,0.91,0.86,0.96,0.91,0.91,0.89,0.95,0.92,0.98,0.92,0.93,0.92,0.94,0.7,0.91,0.9,0.89
14652,0.88,0.97,0.97,0.97,0.98,0.98,0.98,0.98,0.98,0.98,0.96,0.98,0.97,0.99,0.96,0.96,0.98,0.98,0.72,0.97,0.97,0.97
14654,0.9,0.92,0.91,0.89,0.92,0.92,0.9,0.92,0.93,0.92,0.92,0.91,0.93,0.93,0.92,0.93,0.93,0.92,0.71,0.93,0.92,0.9
14673,0.66,0.66,0.67,0.64,0.64,0.66,0.69,0.6,0.65,0.66,0.65,0.66,0.63,0.66,0.64,0.64,0.65,0.67,0.62,0.65,0.66,0.63
14676,0.58,0.57,0.61,0.55,0.6,0.61,0.58,0.57,0.64,0.58,0.53,0.6,0.6,0.61,0.59,0.57,0.6,0.59,0.53,0.61,0.57,0.62
14681,0.04,0.03,0.03,0.03,0.05,0.04,0.03,0.03,0.04,0.03,0.03,0.04,0.09,0.03,0.03,0.02,0.06,0.05,0.03,0.03,0.03,0.05
14704,0.96,0.97,0.98,0.96,0.97,0.98,0.98,0.93,0.98,0.98,0.98,0.94,0.98,0.99,0.97,0.96,0.96,0.97,0.71,0.98,0.98,0.97
14881,0.03,0.02,0.01,0.02,0.02,0.02,0.03,0.02,0.02,0.03,0.03,0.02,0.02,0.01,0.03,0.01,0.02,0.02,0.02,0.02,0.02,0.02
14910,0.03,0.01,0.01,0.01,0.02,0.01,0.02,0.02,0.02,0.03,0.01,0.01,0.01,0,0.01,0.02,0.01,0.01,0.49,0.01,0.01,0.01
14955,0.93,0.96,0.96,0.9,0.96,0.88,0.95,0.97,0.94,0.94,0.97,0.98,0.94,0.95,0.9,0.94,0.95,0.94,0.95,0.95,0.97,0.92
14972,0.05,0.06,0.04,0.05,0.06,0.04,0.04,0.07,0.04,0.05,0.05,0.04,0.04,0.06,0.06,0.06,0.06,0.04,0.06,0.06,0.06,0.04
15008,0.04,0.03,0.04,0.05,0.02,0.03,0.04,0.05,0.02,0.03,0.03,0.07,0.03,0.07,0.03,0.03,0.06,0.03,0.04,0.04,0.02,0.04
15043,0.06,0.05,0.05,0.04,0.05,0.04,0.04,0.05,0.04,0.05,0.05,0.06,0.04,0.07,0.04,0.05,0.06,0.05,0.04,0.05,0.04,0.03
15208,0.98,0.97,0.97,0.98,0.98,0.98,0.98,0.97,0.96,0.98,0.98,0.96,0.97,0.97,0.97,0.97,0.96,0.97,0.69,0.97,0.96,0.97
15267,0.02,0.02,0.03,0.02,0.06,0.06,0.02,0.29,0.02,0.03,0.01,0.02,0.03,0.03,0.01,0.01,0.01,0.02,0.02,0.03,0.03,0.04
15341,0.9,0.94,0.93,0.95,0.95,0.94,0.92,0.95,0.94,0.94,0.9,0.95,0.95,0.94,0.94,0.94,0.95,0.94,0.73,0.94,0.93,0.92
15452,0.96,0.97,0.97,0.97,0.98,0.98,0.96,0.95,0.97,0.98,0.94,0.98,0.99,0.98,0.98,0.98,0.97,0.97,0.75,0.98,0.96,0.98
15650,0.96,0.98,0.96,0.96,0.94,0.94,0.92,0.99,0.98,0.92,0.98,0.99,0.97,0.99,0.97,0.6,0.99,0.97,0.76,0.94,0.98,0.95
15718,0.51,0.57,0.53,0.49,0.57,0.54,0.54,0.54,0.56,0.54,0.52,0.58,0.56,0.56,0.56,0.54,0.55,0.54,0.51,0.58,0.53,0.57
15731,0.88,0.91,0.92,0.85,0.91,0.92,0.92,0.91,0.93,0.92,0.88,0.91,0.91,0.94,0.92,0.91,0.91,0.92,0.63,0.93,0.93,0.93
15738,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01
15776,0.01,0.01,0.02,0.02,0.01,0.01,0,0.01,0.01,0.01,0,0.02,0,0.03,0.01,0.01,0.01,0.01,0.01,0,0.02,0.01
15779,0.8,0.81,0.8,0.76,0.81,0.8,0.8,0.8,0.83,0.81,0.77,0.83,0.82,0.84,0.8,0.78,0.82,0.83,0.6,0.82,0.82,0.8
15812,0.14,0.13,0.16,0.15,0.29,0.2,0.12,0.19,0.18,0.2,0.14,0.18,0.17,0.13,0.11,0.09,0.18,0.16,0.1,0.14,0.18,0.16
15813,0.98,0.99,0.97,0.96,0.92,0.98,0.97,0.99,0.98,0.98,0.95,0.96,0.89,0.95,0.98,0.95,0.98,0.92,0.96,0.98,0.98,0.87
15818,0.96,0.97,0.95,0.98,0.96,0.95,0.98,0.96,0.97,0.9,0.95,0.98,0.96,0.98,0.96,0.96,0.95,0.97,0.96,0.92,0.98,0.97
15847,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.01
15853,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.04,0.03,0.04,0.05,0.03,0.03,0.02,0.04,0.04,0.04,0.03,0.04,0.03,0.04,0.04
15857,0.02,0.04,0.03,0.02,0.03,0.03,0.01,0.03,0.01,0.03,0.03,0.03,0.03,0.05,0.03,0.02,0.03,0.03,0.03,0.03,0.04,0.03
15915,0.01,0.03,0.02,0.01,0.01,0.01,0.01,0,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.01,0.03,0.02,0.03,0.02
15945,0.19,0.09,0.12,0.2,0.26,0.15,0.08,0.25,0.23,0.1,0.04,0.09,0.28,0.13,0.12,0.08,0.34,0.21,0.07,0.11,0.08,0.2
15967,0.22,0.14,0.15,0.15,0.14,0.14,0.15,0.12,0.12,0.15,0.16,0.15,0.13,0.11,0.16,0.14,0.13,0.12,0.15,0.14,0.15,0.15
16010,0.11,0.1,0.11,0.09,0.09,0.1,0.11,0.07,0.1,0.11,0.1,0.09,0.09,0.09,0.1,0.1,0.07,0.09,0.1,0.09,0.09,0.08
16025,0.24,0.29,0.23,0.41,0.58,0.34,0.3,0.68,0.5,0.32,0.36,0.51,0.35,0.7,0.16,0.45,0.19,0.28,0.69,0.7,0.43,0.47
16046,0.22,0.19,0.24,0.36,0.34,0.3,0.22,0.25,0.28,0.24,0.16,0.21,0.34,0.28,0.32,0.18,0.38,0.26,0.22,0.15,0.25,0.25
16049,0.34,0.4,0.39,0.38,0.43,0.35,0.42,0.58,0.4,0.4,0.35,0.42,0.35,0.22,0.36,0.39,0.4,0.42,0.2,0.38,0.41,0.33
16102,0.16,0.13,0.14,0.16,0.15,0.13,0.13,0.13,0.13,0.13,0.12,0.14,0.13,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.12,0.14
16122,0.03,0.02,0.02,0.02,0.03,0.02,0.03,0.02,0.03,0.02,0.02,0.03,0.02,0.02,0.02,0.03,0.03,0.02,0.02,0.02,0.03,0.03
16132,0.03,0.02,0.02,0.01,0.01,0.02,0.01,0.02,0.02,0.01,0.01,0,0.02,0.03,0.02,0.02,0.02,0.01,0.01,0.02,0,0.02
16151,0.61,0.61,0.67,0.61,0.68,0.66,0.66,0.61,0.66,0.66,0.62,0.63,0.69,0.66,0.66,0.65,0.64,0.64,0.57,0.65,0.66,0.66
16163,0.03,0.03,0.02,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.03,0.02,0.02,0.01,0.02,0.02,0.01,0.01,0.02,0.02,0.02,0.02
