Site_ID,breast,colon,kidney,lung,muscle,ovary,prostate,testis,blood
133176,0.99,0.98,0.99,0.98,0.99,0.98,0.98,0.51,0.98
133188,0.92,0.91,0.89,0.91,0.92,0.92,0.91,0.53,0.89
133413,0.02,0.02,0.03,0.02,0.02,0.02,0.08,0.02,0.02
133777,0.97,0.98,0.98,0.97,0.97,0.97,0.97,0.51,0.98
135205,0.03,0.03,0.2,0.03,0.03,0.03,0.03,0.02,0.02
135401,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.66,0.99
135805,0.95,0.94,0.95,0.95,0.95,0.95,0.95,0.4,0.95
137077,0.93,0.92,0.92,0.93,0.93,0.92,0.92,0.46,0.91
137419,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.6,0.97
137482,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.5,0.96
137493,0.95,0.99,0.99,0.99,0.97,0.98,0.99,0.98,0.99
138691,0.99,0.98,0.99,0.98,0.98,0.98,0.98,0.93,0.99
139097,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.52,0.99
139146,0.97,0.96,0.97,0.97,0.96,0.96,0.96,0.48,0.96
139412,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.74,0.99
139473,0.98,0.99,0.98,0.98,0.98,0.97,0.98,0.53,0.99
139889,0.97,0.97,0.98,0.98,0.98,0.97,0.98,0.51,0.98
140116,0.98,0.98,0.97,0.98,0.98,0.98,0.98,0.56,0.97
140123,0.85,0.88,0.86,0.88,0.89,0.84,0.87,0.45,0.89
140198,0.98,0.97,0.96,0.96,0.97,0.97,0.95,0.94,0.98
140344,0.99,0.99,0.99,0.99,0.99,0.98,0.98,0.55,0.98
140659,0.98,0.99,0.99,0.99,0.98,0.98,0.99,0.63,0.99
140695,0.93,0.97,0.98,0.98,0.95,0.29,0.98,0.81,0.98
140730,0.97,0.95,0.97,0.77,0.98,0.98,0.96,0.97,0.3
141388,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.61,0.98
142021,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.51,0.99
142364,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.56,0.99
142473,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.65,0.99
142595,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.47,0.97
147086,0.02,0.19,0.04,0.03,0.02,0.02,0.02,0.02,0.02
147172,0.02,0.02,0.03,0.02,0.15,0.02,0.03,0.51,0.02
152196,0.05,0.07,0.03,0.04,0.02,0.02,0.04,0.02,0.03
176862,0.02,0.03,0.03,0.02,0.03,0.02,0.03,0.02,0.02
178992,0.03,0.03,0.03,0.03,0.1,0.03,0.03,0.42,0.03
179015,0.02,0.01,0.02,0.01,0.01,0.02,0.01,0.41,0.01
181670,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.62,0.02
186124,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.44,0.02
198687,0.03,0.02,0.02,0.02,0.03,0.02,0.02,0.02,0.02
199655,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.55,0.02
218801,0.04,0.06,0.09,0.06,0.02,0.02,0.05,0.02,0.06
224083,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
231623,0.03,0.03,0.03,0.03,0.03,0.04,0.03,0.35,0.03
238778,0.02,0.02,0.02,0.02,0.03,0.02,0.02,0.46,0.02
242560,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
242677,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
250847,0.01,0.02,0.02,0.01,0.01,0.01,0.02,0.51,0.01
251176,0.04,0.06,0.03,0.02,0.03,0.02,0.02,0.04,0.02
253306,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.46,0.02
254827,0.04,0.05,0.05,0.04,0.04,0.04,0.04,0.52,0.05
267139,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02
276362,0.05,0.09,0.05,0.05,0.04,0.04,0.05,0.08,0.04
276720,0.02,0.02,0.03,0.02,0.02,0.02,0.02,0.02,0.02
286075,0.02,0.02,0.02,0.02,0.34,0.02,0.02,0.02,0.02
294413,0.05,0.12,0.03,0.04,0.02,0.02,0.04,0.02,0.03
300933,0.08,0.13,0.72,0.08,0.05,0.05,0.09,0.06,0.06
302735,0.04,0.06,0.07,0.03,0.04,0.04,0.04,0.08,0.05
304892,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.5,0.02
309873,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.47,0.03
315835,0.02,0.02,0.5,0.02,0.01,0.01,0.03,0.01,0.02
320017,0.06,0.07,0.05,0.05,0.05,0.06,0.05,0.76,0.04
328895,0.04,0.02,0.02,0.02,0.03,0.03,0.02,0.66,0.02
346555,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.43,0.01
359056,0.06,0.07,0.05,0.15,0.03,0.03,0.05,0.04,0.59
361430,0.02,0.02,0.22,0.02,0.02,0.02,0.02,0.02,0.02
370059,0.03,0.04,0.03,0.03,0.03,0.04,0.03,0.51,0.04
383333,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.44,0.01
385606,0.05,0.06,0.07,0.06,0.06,0.06,0.06,0.52,0.05
389766,0.01,0.06,0.01,0.01,0.01,0.01,0.02,0.01,0.01
391044,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.51,0.03
395569,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
396558,0.02,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02
403993,0.03,0.04,0.8,0.03,0.03,0.03,0.04,0.03,0.03
408065,0.03,0.04,0.05,0.04,0.02,0.02,0.03,0.47,0.04
411848,0.03,0.03,0.04,0.03,0.03,0.03,0.03,0.46,0.04
417810,0.01,0.02,0.03,0.01,0.05,0.01,0.01,0.2,0.01
429772,0.06,0.08,0.06,0.16,0.05,0.04,0.06,0.05,0.56
436800,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.35,0.02
440577,0.02,0.03,0.02,0.03,0.02,0.01,0.02,0.2,0.04
448792,0.04,0.06,0.29,0.04,0.03,0.03,0.04,0.04,0.04
452742,0.05,0.03,0.03,0.03,0.03,0.03,0.02,0.03,0.03
462187,0.02,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02
526631,0.04,0.06,0.07,0.06,0.05,0.02,0.09,0.55,0.08
727094,0.16,0.22,0.13,0.14,0.11,0.05,0.08,0.09,0.19
823074,0.98,0.98,0.98,0.99,0.98,0.83,0.97,0.98,0.99
908624,0.99,0.98,0.99,0.99,0.99,0.98,0.99,0.98,0.99
957142,0.87,0.89,0.72,0.88,0.8,0.9,0.92,0.92,0.94
1127354,0.08,0.04,0.05,0.03,0.08,0.03,0.06,0.56,0.04
1127609,0.04,0.03,0.03,0.02,0.02,0.05,0.14,0.48,0.02
1162645,0.09,0.13,0.09,0.05,0.07,0.03,0.03,0.55,0.05
1369576,0.81,0.86,0.9,0.75,0.78,0.38,0.84,0.85,0.93
1653449,0.05,0.03,0.03,0.03,0.03,0.04,0.05,0.32,0.03
1696683,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
1709269,0.86,0.9,0.95,0.92,0.77,0.93,0.82,0.95,0.95
1717053,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.95,0.98
1905903,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.55,0.02
1906165,0.01,0.02,0.02,0.02,0.01,0.01,0.02,0.44,0.04
1971456,0.02,0.02,0.02,0.01,0.01,0.01,0.02,0.47,0.01
1977442,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02
1988272,0.01,0.02,0.02,0.02,0.03,0.01,0.02,0.58,0.03
1988273,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.59,0.02
2067485,0.02,0.02,0.02,0.01,0.02,0.02,0.02,0.45,0.02
2090342,0.02,0.2,0.02,0.02,0.02,0.01,0.03,0.02,0.02
2177751,0.04,0.05,0.04,0.04,0.03,0.03,0.04,0.03,0.04
2204168,0.05,0.04,0.03,0.05,0.15,0.04,0.03,0.06,0.04
2251301,0.91,0.96,0.97,0.97,0.62,0.97,0.87,0.96,0.96
2269783,0.83,0.75,0.83,0.79,0.74,0.57,0.18,0.52,0.89
2319173,0.47,0.41,0.43,0.46,0.5,0.54,0.28,0.38,0.74
2332460,0.51,0.4,0.44,0.32,0.49,0.39,0.64,0.56,0.03
2419531,0.86,0.88,0.88,0.85,0.86,0.84,0.88,0.9,0.87
2595832,0.82,0.71,0.82,0.64,0.89,0.9,0.81,0.92,0.96
2612162,0.98,0.8,0.64,0.98,0.67,0.99,0.97,0.98,0.98
3066177,0.87,0.92,0.92,0.93,0.81,0.89,0.86,0.89,0.96
3278454,0.84,0.92,0.8,0.91,0.9,0.96,0.74,0.94,0.97
3283335,0.96,0.92,0.96,0.94,0.97,0.96,0.96,0.96,0.81
3305031,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
3336522,0.98,0.96,0.93,0.84,0.96,0.97,0.97,0.98,0.97
3365044,0.91,0.9,0.93,0.86,0.8,0.83,0.94,0.96,0.97
3370654,0.95,0.95,0.97,0.96,0.94,0.97,0.97,0.98,0.94
3413257,0.12,0.09,0.1,0.25,0.03,0.05,0.07,0.29,0.14
4196520,0.15,0.06,0.1,0.04,0.12,0.08,0.05,0.12,0.02
4269872,0.88,0.87,0.86,0.89,0.88,0.87,0.87,0.89,0.82
4328070,0.95,0.88,0.97,0.94,0.98,0.96,0.96,0.92,0.89
4522985,0.81,0.94,0.64,0.83,0.84,0.91,0.62,0.69,0.92
4692222,0.97,0.97,0.98,0.98,0.98,0.98,0.96,0.54,0.98
4732545,0.9,0.95,0.82,0.97,0.47,0.98,0.71,0.96,0.98
4773800,0.56,0.51,0.65,0.43,0.67,0.54,0.69,0.77,0.03
4898382,0.74,0.85,0.97,0.94,0.96,0.95,0.83,0.97,0.96
4909975,0.94,0.94,0.95,0.95,0.96,0.93,0.96,0.95,0.93
4910988,0.75,0.69,0.72,0.75,0.56,0.61,0.79,0.68,0.82
5163946,0.85,0.84,0.88,0.85,0.87,0.84,0.82,0.91,0.86
5198117,0.49,0.52,0.66,0.69,0.3,0.28,0.41,0.71,0.95
5202026,0.91,0.81,0.8,0.75,0.79,0.92,0.88,0.95,0.94
5343314,0.79,0.59,0.74,0.54,0.49,0.96,0.65,0.96,0.28
5512192,0.99,0.98,0.99,0.99,0.98,0.99,0.99,0.98,0.98
6030768,0.91,0.97,0.98,0.98,0.92,0.87,0.92,0.94,0.98
6039664,0.86,0.82,0.85,0.81,0.8,0.78,0.83,0.91,0.93
6661882,0.93,0.94,0.95,0.92,0.92,0.9,0.94,0.95,0.94
6927274,0.8,0.93,0.96,0.95,0.84,0.9,0.95,0.91,0.96
7073933,0.94,0.9,0.91,0.94,0.94,0.95,0.92,0.96,0.89
7155343,0.73,0.66,0.54,0.72,0.89,0.75,0.58,0.67,0.6
7247140,0.8,0.65,0.94,0.82,0.91,0.82,0.52,0.91,0.93
7583381,0.42,0.74,0.47,0.83,0.7,0.69,0.66,0.62,0.91
7642965,0.98,0.97,0.96,0.98,0.98,0.98,0.98,0.98,0.96
7766745,0.74,0.84,0.63,0.84,0.74,0.73,0.77,0.45,0.88
7961652,0.94,0.93,0.94,0.93,0.94,0.89,0.92,0.92,0.95
8020306,0.55,0.65,0.77,0.48,0.81,0.85,0.83,0.83,0.54
8181172,0.5,0.43,0.55,0.28,0.54,0.63,0.57,0.68,0.04
8294706,0.88,0.96,0.98,0.98,0.98,0.92,0.98,0.99,0.98
8320999,0.86,0.88,0.93,0.95,0.96,0.91,0.95,0.9,0.94
8374033,0.78,0.74,0.9,0.83,0.9,0.82,0.67,0.81,0.84
8640926,0.35,0.71,0.54,0.63,0.22,0.18,0.29,0.79,0.94
8696830,0.97,0.86,0.97,0.96,0.97,0.94,0.91,0.95,0.96
8812394,0.93,0.96,0.96,0.94,0.97,0.94,0.93,0.97,0.92
9096474,0.48,0.58,0.62,0.67,0.38,0.52,0.45,0.68,0.82
9122669,0.52,0.68,0.74,0.69,0.53,0.66,0.46,0.71,0.69
9174083,0.54,0.91,0.9,0.93,0.31,0.68,0.85,0.73,0.99
9539598,0.06,0.1,0.05,0.15,0.13,0.07,0.04,0.53,0.2
9563019,0.9,0.92,0.89,0.92,0.91,0.9,0.88,0.92,0.94
9694455,0.94,0.94,0.93,0.94,0.93,0.93,0.94,0.93,0.92
9984739,0.93,0.97,0.98,0.94,0.75,0.97,0.97,0.97,0.8
10184979,0.99,0.98,0.99,0.99,0.99,0.98,0.99,0.98,0.99
10389021,0.86,0.9,0.9,0.91,0.83,0.87,0.94,0.94,0.95
10836417,0.54,0.66,0.51,0.73,0.51,0.68,0.7,0.7,0.75
10965960,0.95,0.85,0.74,0.8,0.68,0.94,0.94,0.96,0.94
11160301,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
11265404,0.99,0.99,0.99,0.99,0.96,0.98,0.99,0.76,0.99
11303447,0.96,0.96,0.96,0.96,0.96,0.94,0.96,0.96,0.95
11311293,0.98,0.98,0.99,0.99,0.98,0.99,0.99,0.99,0.99
12189879,0.94,0.99,0.98,0.98,0.98,0.98,0.92,0.93,0.98
12197899,0.98,0.98,0.99,0.98,0.99,0.98,0.99,0.98,0.98
12310969,0.97,0.98,0.98,0.98,0.96,0.98,0.98,0.71,0.99
12356400,0.74,0.74,0.92,0.68,0.89,0.89,0.53,0.95,0.96
12480011,0.98,0.98,0.96,0.97,0.97,0.97,0.97,0.92,0.98
12554162,0.93,0.97,0.97,0.98,0.96,0.94,0.97,0.95,0.96
12562328,0.92,0.76,0.79,0.93,0.87,0.93,0.91,0.9,0.95
12892681,0.61,0.67,0.68,0.77,0.6,0.56,0.6,0.54,0.84
12939143,0.93,0.79,0.94,0.75,0.95,0.97,0.93,0.96,0.25
13078542,0.07,0.07,0.07,0.07,0.06,0.08,0.07,0.07,0.05
13314507,0.45,0.24,0.5,0.47,0.45,0.09,0.31,0.58,0.57
13621082,0.93,0.89,0.93,0.88,0.9,0.93,0.93,0.93,0.82
13794730,0.95,0.93,0.92,0.9,0.63,0.97,0.97,0.97,0.97
13859000,0.62,0.43,0.5,0.39,0.65,0.39,0.71,0.64,0.1
13919587,0.82,0.9,0.72,0.87,0.85,0.93,0.89,0.59,0.83
13951334,0.97,0.97,0.97,0.96,0.91,0.96,0.96,0.96,0.96
14055388,0.98,0.93,0.98,0.97,0.98,0.98,0.98,0.98,0.96
14208588,0.96,0.94,0.98,0.97,0.97,0.97,0.96,0.97,0.96
14318476,0.96,0.97,0.98,0.97,0.97,0.97,0.97,0.95,0.97
14323179,0.93,0.93,0.94,0.93,0.94,0.92,0.93,0.92,0.94
14539468,0.9,0.97,0.97,0.97,0.93,0.96,0.97,0.64,0.97
15149135,0.97,0.96,0.96,0.96,0.97,0.95,0.96,0.97,0.93
15208576,0.97,0.97,0.96,0.97,0.97,0.96,0.97,0.96,0.96
15250974,0.79,0.74,0.5,0.81,0.35,0.88,0.71,0.88,0.91
15503258,0.63,0.66,0.63,0.63,0.6,0.61,0.66,0.76,0.68
15539880,0.73,0.8,0.8,0.8,0.72,0.39,0.87,0.81,0.86
15541642,0.8,0.84,0.96,0.97,0.91,0.96,0.69,0.98,0.97
15619277,0.57,0.6,0.49,0.63,0.52,0.63,0.54,0.75,0.74
15656494,0.8,0.63,0.74,0.63,0.6,0.82,0.77,0.82,0.63
15664933,0.82,0.75,0.75,0.77,0.84,0.78,0.69,0.86,0.72
15763146,0.02,0.03,0.01,0.01,0.01,0.01,0.02,0.01,0.02
15910206,0.77,0.92,0.96,0.89,0.51,0.93,0.95,0.96,0.82
16075070,0.1,0.12,0.04,0.07,0.02,0.02,0.04,0.53,0.07
16114839,0.93,0.98,0.9,0.84,0.54,0.98,0.89,0.98,0.97
16121502,0.98,0.99,0.99,0.99,0.99,0.99,0.98,0.99,0.98
16170282,0.75,0.83,0.84,0.78,0.86,0.88,0.92,0.96,0.8
16571502,0.97,0.99,0.99,0.91,0.99,0.98,0.97,0.94,0.99
17269892,0.58,0.56,0.76,0.73,0.76,0.6,0.64,0.68,0.7
17386055,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.97,0.98
17711070,0.94,0.94,0.94,0.96,0.92,0.92,0.94,0.95,0.93
17873704,0.91,0.81,0.92,0.69,0.96,0.97,0.91,0.95,0.19
18051156,0.96,0.95,0.97,0.94,0.88,0.97,0.97,0.97,0.95
18203858,0.93,0.86,0.7,0.93,0.79,0.91,0.89,0.93,0.87
18331217,0.9,0.79,0.9,0.87,0.91,0.68,0.89,0.92,0.85
18708155,0.9,0.87,0.89,0.92,0.91,0.89,0.87,0.92,0.86
18963834,0.29,0.36,0.19,0.37,0.6,0.05,0.11,0.7,0.1
19462873,0.65,0.68,0.74,0.67,0.69,0.7,0.74,0.73,0.67
19799583,0.92,0.92,0.89,0.93,0.93,0.89,0.92,0.92,0.93
19805832,0.47,0.54,0.38,0.87,0.88,0.89,0.38,0.93,0.95
19806051,0.97,0.97,0.97,0.97,0.97,0.96,0.97,0.96,0.95
19847390,0.88,0.69,0.9,0.7,0.92,0.97,0.91,0.95,0.4
19875342,0.94,0.93,0.93,0.94,0.93,0.93,0.94,0.94,0.91
19908510,0.7,0.75,0.88,0.78,0.72,0.65,0.44,0.69,0.93
20233266,0.89,0.91,0.93,0.91,0.92,0.9,0.9,0.93,0.88
20334121,0.86,0.85,0.92,0.64,0.95,0.93,0.93,0.95,0.56
20550932,0.95,0.93,0.96,0.97,0.83,0.97,0.87,0.97,0.98
20758570,0.97,0.96,0.97,0.95,0.96,0.76,0.79,0.61,0.98
20966364,0.82,0.96,0.97,0.93,0.95,0.97,0.94,0.97,0.96
20970535,0.98,0.97,0.99,0.98,0.99,0.99,0.98,0.78,0.98
21098603,0.35,0.63,0.68,0.76,0.55,0.33,0.33,0.74,0.93
21160489,0.89,0.74,0.78,0.8,0.66,0.94,0.68,0.9,0.85
21479055,0.97,0.97,0.87,0.98,0.97,0.95,0.97,0.96,0.96
21583684,0.65,0.53,0.77,0.51,0.37,0.94,0.78,0.78,0.15
21597657,0.96,0.96,0.95,0.96,0.96,0.95,0.95,0.96,0.93
21809787,0.56,0.9,0.94,0.95,0.63,0.54,0.86,0.47,0.98
21853937,0.97,0.97,0.97,0.96,0.96,0.91,0.96,0.96,0.98
22113314,0.72,0.81,0.81,0.7,0.75,0.86,0.76,0.86,0.84
22166230,0.94,0.92,0.93,0.94,0.85,0.93,0.85,0.91,0.92
22795771,0.95,0.95,0.94,0.95,0.95,0.92,0.94,0.94,0.93
22828953,0.96,0.97,0.98,0.98,0.96,0.98,0.98,0.98,0.97
23185409,0.53,0.45,0.66,0.54,0.29,0.22,0.22,0.86,0.96
23214315,0.95,0.95,0.94,0.95,0.93,0.94,0.95,0.95,0.93
23216947,0.47,0.72,0.4,0.7,0.63,0.49,0.52,0.65,0.75
23230512,0.95,0.99,0.98,0.99,0.74,0.99,0.99,0.99,0.99
23435011,0.96,0.88,0.79,0.88,0.96,0.32,0.89,0.31,0.77
23622232,0.98,0.99,0.99,0.99,0.98,0.98,0.98,0.99,0.99
23671687,0.98,0.99,0.98,0.99,0.99,0.98,0.98,0.99,0.98
23745963,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01
23938751,0.97,0.98,0.97,0.98,0.97,0.98,0.98,0.97,0.98
24013915,0.59,0.73,0.78,0.81,0.6,0.74,0.8,0.36,0.89
24055747,0.69,0.61,0.74,0.66,0.73,0.48,0.64,0.85,0.83
24056638,0.88,0.7,0.91,0.74,0.84,0.87,0.92,0.75,0.83
24502020,0.91,0.89,0.9,0.9,0.9,0.88,0.89,0.9,0.9
24595879,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
24731403,0.86,0.84,0.84,0.85,0.88,0.86,0.89,0.88,0.82
24764223,0.89,0.96,0.89,0.85,0.76,0.97,0.76,0.97,0.98
24827379,0.7,0.64,0.88,0.46,0.64,0.88,0.76,0.93,0.08
24978354,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
25051537,0.59,0.62,0.6,0.77,0.73,0.69,0.78,0.54,0.86
25122365,0.8,0.79,0.92,0.7,0.6,0.72,0.77,0.66,0.69
25149324,0.99,0.99,0.99,0.99,0.99,0.39,0.99,0.63,0.96
25154722,0.64,0.81,0.56,0.65,0.58,0.57,0.64,0.77,0.78
25413490,0.23,0.42,0.46,0.5,0.37,0.17,0.31,0.49,0.91
25509729,0.97,0.96,0.97,0.96,0.99,0.91,0.93,0.98,0.98
26143283,0.83,0.67,0.85,0.58,0.64,0.9,0.81,0.86,0.1
26148426,0.95,0.91,0.69,0.89,0.64,0.95,0.79,0.96,0.94
26203046,0.38,0.7,0.84,0.56,0.35,0.61,0.59,0.7,0.9
26319574,0.03,0.16,0.03,0.06,0.02,0.02,0.04,0.02,0.05
26325741,0.55,0.68,0.81,0.7,0.4,0.64,0.77,0.83,0.77
26356677,0.94,0.92,0.92,0.91,0.94,0.94,0.89,0.94,0.85
26379020,0.63,0.81,0.87,0.81,0.71,0.77,0.9,0.91,0.9
26485691,0.87,0.73,0.89,0.67,0.93,0.95,0.88,0.93,0.03
27161471,0.99,0.99,0.85,0.99,0.99,0.99,0.99,0.99,0.99
27242214,0.97,0.97,0.99,0.9,0.97,0.99,0.97,0.99,0.99
27671569,0.54,0.5,0.7,0.51,0.61,0.78,0.57,0.87,0.54
27677019,0.61,0.86,0.87,0.85,0.67,0.73,0.8,0.86,0.86
27718085,0.97,0.97,0.97,0.97,0.98,0.97,0.97,0.76,0.96
31481735,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
