gene_symbol,adrenal gland,blood,bone marrow,brain,cecum,ganglia,heart,kidney,liver,lung,lymph nodes,muscle,ovary,palatine tonsil,pancreas,placenta,prostate,salivary gland,skin,testis,thymus gland,thyroid gland,tongue,trachea,uterus
HNRNPK,253.11725,658.2786,319.3666,238.163442105263,161.7767,110.084275,102.0401,247.3466,112.5463,237.1924,246.2262,233.81545,228.6739,304.132,246.97145,448.8805,219.2487,284.5415,131.7704,215.280566666667,639.6126,347.3234,164.0753,392.0642,262.5055
ANAPC5,145.2603,185.2276,200.246,200.572242105263,87.0894,99.96185,76.3432,152.4413,137.0407,186.9345,215.7417,160.78945,126.2157,214.5814,196.93565,162.6862,156.6817,171.2516,115.6213,138.0713,276.7615,166.975,185.8317,166.4573,141.7079
HNRNPU,120.65405,256.7895,133.1877,144.966694736842,67.7652,72.5991,61.964,107.5208,49.1666,74.5013,137.3908,159.77545,174.8038,214.3387,172.03265,149.0184,105.0475,110.422,75.9997,170.459733333333,276.5632,133.9353,83.67,161.0075,124.7408
EIF3A,41.64725,106.2934,35.0208,54.9805947368421,55.8576,41.096575,28.74385,22.6094,27.2485,26.1428,82.1863,88.7854,45.2073,65.9449,102.3346,49.4802,64.8746,89.9591,62.2262,45.6476333333333,75.9742,98.9361,51.9334,59.9949,66.9641
MSN,152.58105,1775.0332,530.5129,86.565352631579,110.6318,89.042175,104.12765,290.6225,49.8319,341.9077,342.3124,314.7371,135.0241,216.6753,89.69405,248.8598,59.3075,132.4442,104.5665,42.3473,398.5297,208.7172,116.0566,169.2187,158.8295
ACTN4,285.13945,338.5876,88.7815,138.636652631579,150.3664,92.42655,123.5989,405.7417,101.1208,359.0584,97.5837,246.61145,161.0354,174.3868,206.24685,342.6908,377.0892,78.9889,163.1479,85.9004666666667,156.8414,352.7982,232.9521,226.9129,209.5997
APP,205.1931,88.3749,99.4496,289.905963157895,126.1702,136.83395,90.0483,164.1829,67.5477,133.7166,66.5324,206.2992,109.2964,61.0633,226.6388,136.4773,143.0322,109.9094,109.4262,89.2455666666667,68.2981,200.6377,68.8918,170.1847,101.0921
PRKAR1A,184.5294,539.513,169.9954,254.757568421053,72.2461,78.4437,92.775,181.7288,37.9972,153.3624,171.5618,161.50705,148.0259,130.7489,167.2067,275.5768,177.8919,220.1842,88.061,171.2897,170.6922,290.9114,74.0723,332.3065,166.7956
DSP,91.2241,36.9485,44.623,54.8164052631579,68.1254,120.299975,132.53015,154.0968,159.8087,92.7419,76.4738,57.62475,46.5719,677.3901,388.1645,463.9557,553.6987,435.3794,1840.5929,37.5496333333333,252.0764,446.2192,2017.8864,340.5346,65.9907
RAD21,81.8353,276.7138,68.2215,102.9576,82.8786,41.650625,54.92085,66.1279,44.5666,38.1322,102.544,72.64185,50.4012,89.9495,82.6496,97.5736,84.4512,82.5547,63.0288,95.2174666666667,123.3615,139.185,47.3896,69.1149,93.3373
WDR1,70.98665,346.957,160.0084,63.7264789473684,51.4571,49.251525,71.88645,136.0274,80.7962,253.0888,114.9187,293.0307,125.7614,129.5477,81.34165,198.8684,123.4993,96.2335,59.8349,142.7588,270.1706,171.2439,59.9412,129.8216,135.8395
NCL,256.552,440.664,160.2074,254.623621052632,101.0501,101.8078,83.32675,88.0067,82.9156,178.303,401.7112,275.62795,225.6611,331.7594,388.7686,348.652,275.0571,200.9481,111.8655,190.5681,485.4585,248.8496,210.0876,298.7797,253.8215
AP2B1,75.59315,147.7253,125.0119,135.478521052632,65.8229,64.673175,60.39555,170.0006,38.0278,92.9904,77.7113,133.0672,97.0306,65.2017,77.218,110.9649,89.5127,60.0309,59.2424,267.085166666667,166.5816,108.3381,46.6414,133.9653,54.8703
AP2M1,357.3813,245.5999,165.6742,404.441531578947,90.9814,84.011025,147.16985,196.277,198.2151,355.9649,159.8941,493.93555,167.5439,122.028,109.33465,462.8741,260.181,64.022,74.9642,183.0718,296.5392,164.521,104.2673,142.2591,187.3766
CLTC,201.5856,351.4785,165.5879,439.877452631579,204.7303,196.31225,129.65265,217.0883,101.6943,136.4521,193.2955,412.55135,205.4454,269.8815,290.64395,321.384,222.2883,206.6895,189.7144,164.0545,190.077,260.595,193.7696,193.8077,215.0212
MLEC,239.43955,91.3321,123.5922,106.262663157895,66.8989,67.69985,60.48955,240.6251,172.8345,101.9424,98.8627,135.03675,103.0332,103.3437,184.7884,169.9196,173.616,111.0899,85.8136,149.648833333333,148.3121,181.3915,113.7554,175.644,69.4182
LASP1,170.39095,983.336,293.9834,177.719631578947,64.0873,107.18415,118.53445,298.5768,225.8612,261.4438,218.7522,296.29475,93.0749,224.8204,204.76975,328.8386,98.8021,146.037,116.7851,81.5322,369.0649,123.0742,76.9819,195.8478,106.313
SF3B2,15.55635,152.7721,28.3819,51.3941789473684,8.3242,9.5393,11.0177,14.6804,17.2301,42.7805,41.263,78.8563,13.6841,33.6005,88.83995,216.3496,36.7242,7.9823,14.0505,137.666766666667,144.3927,38.6853,13.6597,30.1627,14.6836
TMEM59,311.4997,608.896,227.4404,302.897263157895,187.0636,173.425625,116.48185,509.6003,273.7545,303.3588,349.2173,316.06605,207.4233,304.7737,436.46945,836.7599,682.6732,635.4278,214.6191,271.468366666667,322.2227,585.6937,169.1651,800.7541,251.5149
CSRP1,384.81145,168.6887,191.6545,912.108015789474,837.8721,383.761975,396.71005,489.8564,380.9092,646.9495,382.0572,608.5616,625.7657,172.297,283.3283,786.2308,715.5897,281.4091,338.5049,257.447,317.1668,447.594,233.0994,662.359,968.7989
CALM3,284.84665,744.4574,262.4803,1132.98921052632,242.1399,259.7762,173.04475,271.8937,134.8991,299.015,324.8583,342.09805,206.4292,283.7172,341.082,367.7593,320.5958,324.0305,187.2242,453.2212,376.519,314.3299,214.2605,437.5137,239.0757
CAP1,177.2614,1680.7781,621.2383,245.269136842105,181.4315,173.271975,105.1344,162.2683,56.6632,331.3048,408.9176,586.46795,191.9108,616.3761,283.81525,518.0431,227.2711,228.2155,145.2496,164.6433,394.9502,273.9443,285.9529,232.5502,305.6241
PTGES3,274.45555,505.4723,363.4323,344.689289473684,170.2647,135.122675,117.4994,271.2471,146.8459,284.5732,363.547,344.46035,256.4331,289.3886,369.6856,543.5535,269.0305,343.3211,158.37,387.2905,584.7298,403.856,168.8137,463.7657,302.1612
WARS,104.3188,342.6638,115.9294,86.5081947368421,65.1853,83.334325,88.6482,76.5477,59.5253,514.8892,187.4825,161.88815,48.7223,142.3495,157.35195,576.795,75.3391,66.6801,64.8843,149.6406,149.8629,69.6829,40.4747,131.5058,63.0734
SETSIP,207.89415,286.6725,291.9718,256.464984210526,131.1748,117.93625,84.44525,223.4385,82.9867,160.4535,280.7049,275.99365,236.1392,477.6071,253.74395,326.9138,210.6526,239.1716,155.0707,158.022266666667,550.7953,256.6324,151.5175,293.8378,193.6524
NDRG1,353.57195,323.2648,194.3613,608.351152631579,259.9621,573.03405,378.55855,1051.6976,104.7572,455.1183,229.6502,225.79575,448.9303,275.2046,513.97445,649.9706,1660.3084,289.7022,561.4618,188.4653,318.9087,291.0681,850.8475,271.388,391.8261
UBB,3398.1447,3189.6705,5285.0534,3194.33282631579,1019.9147,920.458125,1983.19585,3940.8054,4935.7373,4433.869,2690.872,2690.4627,1063.8407,1990.1449,2480.72405,2795.5706,2815.4723,2081.5999,880.3546,4864.53823333333,4703.7977,2280.2849,1697.7728,2237.3651,1223.647
PFN1,226.4128,3653.6043,1193.2891,187.811794736842,170.0965,124.392975,347.16505,368.9085,1238.9732,2000.892,720.1892,937.2678,275.2688,920.6068,262.4119,762.349,715.6029,354.0023,207.5561,134.6679,1631.9112,486.2672,252.3817,319.6508,442.089
PTPRF,33.2067,9.0316,13.5441,62.0933736842105,31.8665,39.19175,31.02165,66.6758,107.2953,140.1227,26.8969,71.4946,28.9148,74.984,91.36145,329.5976,255.3525,66.0094,55.6401,26.0966,107.8006,95.5585,73.3742,99.0837,36.6471
YWHAZ,195.73825,706.7752,236.909,363.654815789474,81.2988,118.0704,69.91065,143.25,38.7643,80.3646,254.6036,288.4056,168.1327,419.5056,347.8744,424.2576,113.8436,170.3863,142.0023,194.0793,332.1945,141.6523,284.4486,316.3359,156.3305
SOD1,1149.4724,489.0304,362.384,968.895242105263,273.2719,328.015975,337.33425,1108.1992,2872.4148,648.7768,473.6718,537.21385,444.4456,419.6274,628.82145,1091.9742,813.604,370.3105,186.3954,481.218666666667,738.767,632.567,379.2188,567.5747,427.1222
HDLBP,85.05035,81.8438,48.6124,56.9070631578947,16.0107,27.51215,48.10525,70.3097,125.2796,189.7689,65.3539,267.84875,71.8319,45.9689,235.4872,155.7868,258.3779,97.587,42.0759,144.93,79.2952,160.7787,62.0903,130.9804,102.7144
MARCKSL1,271.1369,273.4825,117.7075,789.949642105263,112.0221,147.891425,174.11995,135.2598,153.2929,297.5243,363.7134,293.79105,239.9431,463.7424,165.54395,189.1369,527.9248,161.56,118.0598,554.365566666667,1096.679,690.3055,73.4337,385.0097,219.3337
GABARAP,782.7156,2056.6453,998.6227,654.714636842105,549.8646,276.95755,634.3623,853.8997,529.7742,622.5699,597.1697,576.22065,520.2946,482.583,703.12645,802.6395,380.4635,519.1609,341.7343,823.2271,696.0462,733.1511,339.5206,575.9892,385.6141
NUCB1,88.6107,160.7989,79.5929,86.0745631578948,71.4462,46.508775,123.5833,179.7544,359.6699,237.2084,91.4795,110.78895,118.2697,80.9406,101.7807,209.2207,139.6228,54.0442,39.3375,60.4798666666667,88.5858,188.6148,57.7732,105.436,76.0167
EIF3CL,360.40745,243.6513,313.6345,356.002994736842,115.5702,149.44125,273.70195,612.0953,675.5456,1120.6878,325.5909,330.03135,362.5174,258.717,436.6512,349.6968,668.2785,292.881,232.4025,397.929666666667,569.4273,648.706,305.8417,345.7757,285.0333
GLUL,152.3547,704.9513,498.3095,594.624294736842,125.4146,287.61035,383.96285,142.7323,332.4806,599.7718,194.5018,286.26735,661.0223,122.5216,208.95395,501.7388,183.8397,192.1534,228.3359,322.915333333333,427.0528,385.1404,199.4168,601.6481,163.9049
LDHA,894.19515,678.4084,1211.1224,596.580005263158,320.0201,452.3042,255.2192,653.8062,592.9589,423.109,505.4094,3243.31845,1316.617,1039.9691,1249.86925,765.8274,513.1932,630.0136,821.6976,490.429066666667,750.4935,579.1939,1095.2715,726.2561,439.3045
SSR2,485.2679,640.5009,363.9365,185.636789473684,193.3953,143.03285,213.9297,309.828,321.4757,317.5762,309.6597,455.29175,438.995,280.2891,429.9222,372.2634,166.8541,329.0413,199.1805,309.866866666667,519.4695,210.5502,195.0903,370.1508,243.3501
P4HB,658.22225,379.1784,654.1449,125.681015789474,48.9532,63.954,360.40635,281.8606,2695.4735,1241.1967,293.6453,1297.2644,335.2259,285.2502,1770.65165,1293.1012,1308.1594,458.1322,111.4784,98.9024666666667,367.9389,745.2041,231.1383,1045.157,241.4771
SLC25A5,309.3269,695.9921,616.9591,417.679142105263,129.9545,141.159425,237.4318,1086.3203,812.9123,842.9963,491.454,413.6129,256.4331,722.805,896.58385,679.3712,404.5174,992.4072,321.1779,240.6793,1612.7282,474.6061,416.7972,489.8355,294.61
PHB,47.77925,34.0711,58.6547,54.2025894736842,68.3158,37.58445,75.94235,144.3524,180.853,124.2303,46.1921,115.52125,61.9349,53.6011,80.6687,101.1627,77.3742,73.9263,38.5774,37.5198,58.473,83.9126,52.5247,79.0102,62.6457
S100A11,58.5735,3552.6469,328.4955,29.9721,86.4474,61.879025,141.3629,122.6955,48.0768,902.8313,184.81,706.79905,79.7587,453.7215,362.02485,1468.3921,284.9702,252.0807,218.1317,40.1103333333333,272.6402,121.4824,941.6251,399.589,93.8771
CTSA,430.53915,409.3332,142.3211,60.7118,20.651,45.63835,77.83655,605.599,131.0956,320.237,170.4595,244.63395,30.588,80.447,177.3541,459.8259,70.1134,33.9248,37.6473,46.7974666666667,111.4226,109.8213,98.9168,81.8447,84.2493
TOMM20,123.09815,143.6834,90.2411,247.784757894737,106.359,109.516225,73.85675,104.0664,71.989,128.1413,141.5088,163.5981,145.1664,118.0953,197.07905,161.1867,160.3679,168.6754,107.5881,103.689166666667,168.0899,254.3243,101.541,156.9909,142.4527
CD63,1112.1446,861.2782,1154.4514,465.312342105263,582.8337,443.184275,903.88465,733.018,909.5477,1573.8239,933.1387,1532.2455,1061.6099,415.8593,1573.3723,2469.9892,742.4534,624.2886,402.969,546.685366666667,737.3225,1159.3645,342.0825,1362.3801,1168.5879
DNAJB1,173.30665,140.0525,236.4565,138.984789473684,64.2511,81.3711,201.6597,158.1401,206.3368,409.9655,217.6603,78.5696,46.9054,119.2636,230.1005,240.2498,210.7275,64.5864,90.5632,335.315466666667,386.4315,129.7247,194.3421,296.46,102.9209
SPARC,285.4567,151.0251,41.9294,350.14102631579,253.719,280.2294,213.74935,136.5163,96.1422,533.8592,212.8248,912.44885,143.89,83.0221,120.1943,817.7577,181.1919,81.1562,159.4559,310.747333333333,154.7277,351.2667,97.052,291.6363,559.1537
UBE2D3,177.63055,773.322,282.1786,141.584536842105,152.7426,120.8725,134.01345,189.1603,170.0412,206.2891,217.8163,230.1208,212.6593,247.9118,236.31975,337.0081,186.2644,176.6686,130.5177,160.422033333333,277.8945,214.5176,136.0909,171.2185,173.7412
XBP1,158.76655,154.5533,286.1283,75.0572894736842,99.6067,81.881975,112.4462,135.5338,814.851,319.4355,269.8942,134.7667,138.5428,298.2083,646.11005,560.0974,707.528,649.1515,99.1465,58.1226,273.1713,288.0654,75.5422,967.5704,150.6411
SPTBN1,146.2052,35.7876,48.5793,220.43132631579,84.1405,102.73535,89.93415,151.1762,77.8682,238.3117,99.5664,131.7726,72.2996,76.7858,129.21525,198.0501,91.6988,87.5982,72.4792,73.2384666666667,105.2655,141.0702,49.1013,123.6187,86.5363
LAPTM4A,606.57965,540.1143,201.0886,270.039115789474,291.3194,256.421775,320.14195,692.4249,384.1671,818.8411,318.5404,508.6552,663.4832,290.853,576.63535,1560.4408,563.8612,470.8091,398.6444,784.222566666667,414.6111,856.0685,241.386,750.8896,624.1562
RPL32,2023.2166,5080.9612,2772.6604,1308.93623157895,2360.549,955.201275,1158.0981,1731.0576,1252.498,2650.2618,5198.4314,3337.24285,5839.9811,4116.1891,3476.96955,1425.9997,1588.5144,3615.3811,2284.6652,1869.431,4461.3022,1154.1671,2966.5851,2141.9453,1997.6242
CD81,377.163,317.2361,172.6801,616.3693,299.1211,348.325275,931.33065,588.0374,3005.0476,2403.4843,655.8197,481.02975,581.5856,332.5492,577.0057,966.3705,1388.2186,301.7738,242.9277,437.898633333333,521.5938,1595.3939,308.0295,803.5631,1056.6527
UBE2L3,80.3101,152.4581,108.8539,114.811778947368,48.444,48.817325,84.09635,115.2845,124.3332,146.9068,74.1757,114.9599,60.9862,89.4394,72.6997,153.8919,123.0595,43.2443,39.9513,106.5671,175.5729,92.7398,72.9236,101.7435,78.8794
PTTG1IP,407.75615,739.5401,258.4894,303.114142105263,297.1552,253.138125,287.73165,520.6247,477.6709,919.405,330.0832,455.03835,348.013,240.3865,401.32495,1248.3551,500.9693,400.2114,273.446,372.937766666667,386.4634,617.3727,274.5094,479.2602,478.1933
GRN,191.1649,952.6293,512.0649,110.517473684211,106.5848,99.581175,286.00465,370.4704,350.1084,1995.5598,452.2569,278.88715,120.1441,291.8348,230.9498,1237.2848,428.0724,113.6443,130.1211,146.946133333333,289.0686,349.0277,312.9833,278.2349,221.2903
HMGB1,413.70755,790.6544,1033.9088,546.849073684211,350.2675,244.09805,136.92975,279.428,90.5403,282.2276,575.8449,494.00575,410.6379,972.993,552.0806,340.0523,569.6953,458.7647,279.3759,344.410133333333,1519.6601,529.0445,403.7345,472.1548,490.5329
GLO1,149.9678,119.2947,73.0049,217.531357894737,65.8495,78.590475,41.0926,123.5646,82.8697,166.9227,161.142,183.80005,186.3797,126.1087,148.35115,128.5905,349.5953,110.9181,120.8359,87.3793,136.8087,208.054,171.591,139.0306,103.9415
SRSF11,61.4472,58.5284,29.4213,63.7789,88.5727,53.286525,32.1229,34.2007,20.3465,37.6781,109.9931,49.9286,52.2985,67.0199,65.48365,34.2678,69.4788,89.0049,46.3754,65.2655666666667,68.2981,106.5413,59.2186,62.4481,94.0993
SF3B3,42.3237,51.9631,85.8159,64.2104947368421,48.0367,46.913175,58.53145,52.4441,53.8986,64.0987,61.9153,62.02865,69.1679,78.7933,38.81945,78.553,40.4859,55.1483,63.3452,39.5120666666667,120.4193,48.8751,38.2812,48.8984,47.4341
HSPA9,150.32985,86.0837,55.6582,118.279521052632,41.2342,59.5031,48.8971,100.0578,45.0828,49.2401,86.0409,107.91695,92.4462,98.8652,131.05085,92.4544,78.1445,97.7397,57.9393,66.7183666666667,56.7062,105.4479,72.7914,75.841,72.5075
YWHAQ,215.67525,364.4759,242.7526,539.391673684211,194.4904,192.716,138.47485,239.0806,149.5532,385.6821,234.5863,469.441,217.9183,273.444,478.7246,285.7662,524.3316,255.6356,189.2407,406.024766666667,448.6717,432.1303,248.059,277.6968,336.0159
DDX24,198.3059,108.0251,76.7533,228.956421052632,87.2665,74.722325,87.55055,101.4732,55.2637,125.3923,104.239,64.9613,87.5552,86.4282,140.41175,100.7263,84.0048,81.7941,90.143,236.0001,161.6106,107.2588,92.2853,131.3914,89.0484
PPP2R1A,489.80245,192.7349,199.3636,323.695578947368,183.2026,155.687875,392.45145,344.7246,194.2689,217.1405,130.4443,238.452,264.9425,162.4078,181.46335,243.1321,155.7725,66.4593,126.1804,175.6345,266.1609,182.6336,179.6281,168.0747,147.9156
GSN,210.48495,197.5646,299.3042,277.165215789474,436.8197,462.71925,633.1622,167.8562,80.1223,847.292,334.8044,139.91205,258.9399,162.0787,244.02025,336.8525,408.2594,257.3641,429.8141,179.460366666667,387.0688,784.637,467.4912,541.9688,486.2843
HK1,69.68145,335.9158,369.2174,350.721694736842,41.2578,74.668525,140.4921,91.0297,19.2261,427.6612,169.8771,261.8001,71.9392,169.6149,77.06245,304.2562,444.8129,147.3783,140.3725,293.956766666667,270.707,495.7335,272.2989,128.3281,83.6416
KDELR2,196.8427,131.451,181.5436,100.811415789474,108.1257,107.695525,117.98665,218.8675,358.2837,263.3138,145.3356,416.48945,189.5458,146.891,272.0355,559.6181,312.1665,201.1989,123.3288,293.850533333333,151.1127,228.6186,111.1746,390.7168,169.5487
NPC2,456.062,1003.2945,459.1533,268.561921052632,185.3988,179.64315,219.02875,724.9504,177.3256,1301.0638,761.2026,270.4673,369.1946,497.6391,426.47735,633.1317,278.9436,474.5876,206.5457,479.2383,419.221,612.8505,238.62,583.2344,357.1023
DYNLL1,282.87435,499.809,418.113,1081.39530526316,117.2026,232.596525,205.2388,450.6331,408.6243,590.4644,238.7181,573.61335,95.9497,361.4765,246.24475,819.3556,393.6328,177.7045,303.4543,889.773733333333,1314.8082,327.0642,587.1639,505.0758,328.2306
LITAF,84.1538,2263.4128,367.2006,121.843694736842,75.3249,136.500875,99.6457,204.5807,119.7217,277.3362,213.5423,128.3613,175.3519,228.4651,118.9061,347.8346,264.4876,217.2153,108.0177,44.3604333333333,151.2543,248.7169,60.7602,290.3398,209.0864
PRKCSH,234.48895,335.0481,350.7606,224.238089473684,118.1235,112.0705,172.05175,309.28,437.9108,407.425,257.9978,204.35975,210.7466,160.1617,223.12175,415.0798,282.7447,134.6851,149.7489,244.140666666667,283.7718,285.9069,146.1873,386.1854,187.8102
GOT2,176.282,71.6133,162.1049,205.599115789474,26.903,78.01865,215.03395,236.4449,748.2248,138.8885,73.2502,151.27495,70.9503,111.0362,115.439,91.1392,173.8786,174.613,160.5323,139.231166666667,166.1461,164.123,227.2388,162.0879,82.7331
ACADVL,580.05025,208.2404,181.1588,202.356031578947,156.5387,132.02205,255.31895,321.0886,321.2004,282.6337,228.1112,320.9682,278.5346,193.2932,403.85115,407.2073,242.4689,227.3813,181.7402,184.320133333333,206.169,457.3738,341.5157,191.8185,199.3229
SKP1,330.796,407.3351,273.0983,549.27382631579,244.5934,205.208625,163.45745,366.202,139.8856,305.743,324.3898,418.58895,362.5768,216.013,315.2143,510.3089,321.4153,240.099,194.1524,492.462133333333,456.0095,475.9929,244.8094,376.6428,266.4168
MAPRE1,117.9889,271.4159,211.1662,99.2657315789474,76.268,88.298725,45.84525,116.8291,41.7561,129.7762,123.4874,141.02905,134.8171,117.3795,152.84275,218.31,121.1557,97.4562,95.851,160.384566666667,231.6188,139.0222,90.3129,120.7588,106.9974
OS9,189.0387,479.4622,286.188,202.436594736842,134.67,166.627725,168.86335,289.0969,369.8565,354.9631,201.0948,230.78555,248.7516,185.2139,289.8069,333.7674,236.9346,264.9374,191.8154,151.110333333333,252.3844,278.159,205.5306,334.014,185.887
RPL7,1267.28435,2890.3606,1543.5588,1061.44782631579,1504.7844,806.908475,510.42545,1283.6081,168.7965,948.5211,2984.4965,2361.5397,4207.9285,2173.4584,3015.1891,1095.6555,1632.9524,3027.9452,1697.8409,858.319333333333,1914.5677,1734.4221,1655.558,2083.7934,1729.886
ACTR1A,103.64965,124.2957,126.0469,161.99142631579,84.3044,84.358475,116.66265,113.2723,83.2081,162.659,69.1634,144.7943,76.079,61.0387,87.168,217.1301,81.7661,57.2992,80.6202,139.790766666667,175.6314,84.606,107.6567,81.8765,69.2324
CAPRIN1,78.02915,155.5238,133.6632,94.8155,50.2815,71.36725,58.10335,113.9383,36.0203,74.0525,96.9389,193.7121,124.5713,139.8237,129.7378,208.5385,92.421,116.4959,50.0973,247.230633333333,157.0432,91.775,78.875,159.5267,95.0953
PPP1CC,211.6736,383.1633,273.6423,219.489768421053,167.3336,121.898425,136.43245,173.2739,90.9456,201.0477,302.1101,172.09885,198.3389,379.7412,267.0027,211.089,309.9825,281.769,142.5726,468.956933333333,288.8916,311.0861,244.1066,230.8406,239.6925
ACTR2,59.84645,672.6538,178.797,135.429789473684,66.2657,66.838775,44.0209,56.7472,28.7551,43.3041,187.5969,172.08235,63.7748,260.5983,130.32955,121.7443,79.046,112.7283,60.1331,51.8421,160.7786,98.1563,106.2133,142.4286,92.4258
PTP4A1,198.87855,98.6853,57.978,74.2908,80.6338,78.83345,57.24665,74.46,68.7684,58.1681,46.7692,115.7215,182.0502,54.5267,149.59195,105.4431,64.5463,113.1018,85.8467,49.4698666666667,36.932,77.9825,69.6192,107.3458,67.2192
NACA,500.63785,1488.2526,467.7117,443.849678947368,423.7505,299.51975,343.58635,284.3215,335.36,402.8648,1195.9755,801.932,1528.134,969.5979,981.23775,444.5561,444.1039,1189.7131,661.7224,524.746233333333,611.2418,607.3074,540.804,720.3456,699.5446
PGK1,144.5152,565.2052,304.0212,186.849557894737,52.5751,67.9153,148.6773,322.4584,130.8375,207.5393,148.3513,537.66765,135.3173,200.7019,186.2213,273.6573,167.2841,86.9957,81.3662,49.3884666666667,341.5969,208.2982,138.9125,149.7235,110.2877
